Gene	GSM4819286	GSM4819287	GSM4819288	GSM4819289	GSM4819298	GSM4819299	GSM4819300	GSM4819301
ZNF658B	10	13	21	22	10	6	27	16
GLIDR	9	15	8	16	8	12	13	11
FGF7P3	6	2	6	17	4	2	6	7
FAM88D	17	11	17	26	16	13	15	19
ANKRD20A2P	6	3	16	25	4	10	15	22
FAM95B1	3	12	10	16	1	6	11	13
GXYLT1P3	9	8	4	9	5	7	10	5
BMS1P14	21	42	52	30	9	9	22	7
LOC102724580	9	12	1	4	0	0	1	0
LOC100132004	0	0	0	0	0	0	0	3
MIR1299	0	0	0	0	0	0	0	0
FRG1HP	319	216	326	407	268	179	274	340
PGM5P2	1	1	1	2	0	0	0	0
LINC03025	0	0	1	0	2	1	0	0
FOXD4L6	0	0	0	0	0	0	0	0
ZNG1F	51	50	61	91	73	82	61	88
LOC105376057	28	34	40	30	36	21	29	31
MIR4477A	0	0	0	0	0	0	0	0
LOC105376060	1	3	4	4	0	2	4	2
FAM27E2	1	0	2	2	0	0	1	0
CNTNAP3B	0	0	0	0	1	0	0	0
SPATA31A6	0	0	0	0	0	0	0	0
FAM74A7	0	0	0	0	0	0	0	0
FAM88E	1	0	1	0	1	0	2	1
LOC101927827	0	0	0	0	0	0	0	0
LOC102724904	1	3	0	2	0	0	0	0
SPATA31A5	0	0	0	0	0	0	0	0
FAM74A6	0	0	0	0	0	0	0	0
SPATA31A7	0	0	0	0	0	0	0	0
FAM74A4	0	0	0	0	0	0	0	0
CNTNAP3C	8	9	1	4	3	1	2	0
FAM27C	2	2	2	0	7	1	1	1
FAM88C	0	0	0	1	1	0	0	0
FGF7P6	14	6	12	16	18	12	7	15
LINC01189	0	0	0	0	0	0	0	0
LINC01410	14	25	30	36	9	15	19	31
PTGER4P2-CDK2AP2P2	0	4	4	2	1	2	4	9
LERFS	0	0	1	0	1	0	2	0
FAM88B	21	28	14	20	18	21	20	17
LOC286297	0	0	0	0	0	0	0	0
AQP7P1	0	2	1	6	0	1	0	1
LOC100996643	10	17	6	7	1	0	3	1
MIR4477B	0	0	1	1	1	1	0	0
FRG1JP	22	31	24	49	15	28	21	24
FLJ43315	0	0	1	1	2	1	0	0
ANKRD20A4P	1	3	14	13	2	1	8	19
LOC101929583	2	0	2	2	0	0	0	0
LOC100132154	0	0	0	0	0	0	0	0
LOC102724507	0	0	0	0	0	0	0	0
LOC105379443	1	2	1	0	0	0	0	0
FOXD4L5	0	0	0	0	0	0	0	0
ZNG1E	467	424	399	616	466	507	346	460
FOXD4L4	1	1	0	0	0	1	1	0
LOC101928381	0	0	0	0	0	0	0	0
LOC101928195	0	1	0	0	0	0	0	0
AQP7P3	1	2	5	3	0	0	1	0
ANKRD20A3P	1	1	0	3	0	0	0	0
LOC642929	0	0	0	0	0	0	0	0
ZNF658	122	117	281	242	132	94	235	198
FAM74A3	0	0	0	0	0	0	0	0
SPATA31A3	0	0	0	0	0	0	0	0
CNTNAP3P2	2	4	2	3	4	0	0	0
LOC102723709	1	0	0	1	0	0	0	3
FAM27E3	0	1	1	0	0	0	0	0
FAM27B	0	0	0	2	0	0	0	0
ANKRD20A1	1	0	3	4	2	1	1	3
LOC644249	3	2	1	2	2	1	1	1
ZNG1C	455	541	450	741	503	669	400	561
FOXD4L3	5	0	3	1	1	0	0	1
PGM5-AS1	0	0	0	0	0	0	0	0
PGM5	3	3	2	1	0	2	0	0
TMEM252	0	0	0	0	0	0	0	0
LINC01506	13	12	2	13	6	9	6	2
PIP5K1B	17	36	29	36	31	26	32	27
PABIR1	551	584	646	697	606	572	644	691
LOC101927069	66	144	53	88	12	26	20	12
PRKACG	0	0	0	0	1	0	0	0
FXN	121	132	113	132	139	124	148	106
TJP2	238	532	289	516	285	634	335	311
BANCR	0	0	0	0	0	0	0	0
ENTREP1	0	0	0	3	2	1	0	4
APBA1	14	13	24	55	18	27	18	29
PTAR1	1775	1607	1472	1903	2044	1560	1639	1747
CFAP95-DT	0	0	0	0	0	0	0	0
CFAP95	0	0	0	3	0	0	0	10
MAMDC2	1	2	0	4	0	0	0	0
MAMDC2-AS1	0	0	0	0	0	0	0	0
SMC5-DT	0	0	1	1	3	1	0	3
SMC5	2080	1852	1899	2262	2305	1844	1798	1830
KLF9	3427	4387	2956	4367	983	920	1157	961
TRPM3	0	0	0	0	0	0	0	0
MIR204	0	0	0	0	0	0	0	0
CEMIP2	13661	10672	18253	24118	6732	4918	9122	8313
ABHD17B	763	579	748	1016	597	403	609	579
C9orf85	102	74	127	142	107	97	97	95
C9orf57	0	0	0	0	0	0	0	0
GDA	0	0	0	0	0	1	0	0
LINC01504	58	17	26	43	36	11	33	36
ZFAND5	4927	4379	4992	6118	4862	4775	4334	4395
TMC1	0	0	0	0	0	0	1	0
LINC01474	0	0	0	0	0	0	0	0
ALDH1A1	221	323	159	330	132	236	96	155
ANXA1	15690	11364	9259	18949	8759	6724	5637	7053
LOC101927358	0	0	0	0	0	0	0	0
RORB-AS1	1	0	0	0	0	0	0	0
RORB	5	3	3	4	2	9	5	0
TRPM6	22	9	10	7	26	26	14	4
C9orf40	68	66	91	134	102	72	101	103
CARNMT1-AS1	1	0	1	1	1	0	0	1
CARNMT1	422	314	362	515	467	515	357	375
NMRK1	592	377	649	861	798	432	687	753
OSTF1	2569	2852	1941	2733	2216	2462	1835	1946
PCSK5	474	469	295	399	331	331	295	265
RFK	299	283	247	376	383	307	276	208
RPSAP9	1661	1535	1846	2532	1577	1535	2052	1842
GCNT1	537	740	333	445	223	282	223	155
PRUNE2	8	13	5	16	5	4	2	6
PCA3	0	0	0	0	0	0	0	0
FOXB2	0	0	0	0	0	0	0	0
VPS13A-AS1	0	0	0	0	0	0	0	0
VPS13A	1243	1157	1258	1636	1575	1135	1324	1463
GNA14	0	0	1	0	2	0	2	0
GNA14-AS1	0	0	0	0	0	0	0	0
GNAQ	1237	2130	721	1030	937	1116	510	621
CEP78	282	329	455	428	382	307	469	375
PSAT1	56	79	98	61	141	163	109	75
LOC101927450	0	0	0	0	0	0	0	0
TLE4	2512	2777	1834	2793	2922	3341	2407	2674
LINC01507	0	0	0	0	0	0	0	0
TLE1	877	657	1268	1309	567	279	617	511
TLE1-DT	0	0	7	4	3	0	2	3
SPATA31D5P	0	0	0	0	0	0	0	1
SPATA31D4	0	0	0	0	0	0	0	0
SPATA31D3	0	0	0	0	0	0	0	0
SPATA31D1	0	0	0	0	0	0	0	0
RASEF	0	0	0	0	0	0	0	0
FRMD3-AS1	0	0	0	0	0	0	0	0
FRMD3	41	91	41	45	37	64	40	24
IDNK	95	108	152	206	102	92	135	150
UBQLN1	4274	4320	3627	4899	4243	4811	3457	3875
UBQLN1-AS1	21	7	22	22	18	11	12	24
GKAP1	171	112	227	307	240	152	230	272
KIF27	56	68	80	85	59	59	71	60
LOC105376335	0	0	1	0	0	0	0	0
QNG1	228	422	194	215	148	244	146	133
HNRNPK	13578	15272	10551	14428	14073	16892	10717	12122
MIR7-1	42	31	20	51	26	32	46	40
RMI1	162	240	196	239	184	133	175	163
LOC101927575	0	0	0	0	0	0	0	0
SLC28A3	7	12	4	6	9	8	2	2
NTRK2	4	12	11	14	6	19	9	22
AGTPBP1	1255	1143	1400	1861	1406	1002	1386	1543
LOC389765	112	104	166	188	144	99	153	162
NAA35	699	638	702	902	728	640	655	699
GOLM1	216	249	181	249	135	168	157	126
LOC101927623	0	0	0	0	0	0	0	0
C9orf153	1	1	1	0	0	2	2	5
ISCA1	970	624	917	1295	1024	569	1006	999
TUT7	4814	5003	3518	4744	2893	3043	2410	2607
GAS1	22	11	18	39	17	9	22	28
GAS1RR	0	0	0	0	0	0	0	0
LINC02893	0	0	0	0	0	0	0	0
NFYCP2	15	22	4	18	17	24	9	16
LINC02872	0	0	0	0	0	0	0	0
DAPK1	1384	3386	1283	1525	562	1021	498	436
CTSL	3463	2754	1288	3461	7680	7286	2104	4987
CTSL3P	1	0	0	1	1	0	0	2
CTSLP8	0	0	0	0	0	0	0	0
NPAP1P9	0	0	0	0	0	0	0	0
SPATA31E1	0	0	0	0	0	0	0	0
SPATA31C1	0	1	0	0	0	0	0	0
CDK20	86	93	126	209	107	111	138	186
LINC03026	0	0	0	0	0	0	0	0
SPATA31C2	0	1	0	1	0	0	1	0
SPIN1	1469	1655	1470	1849	1471	1480	1478	1493
NXNL2	0	0	2	0	0	0	1	0
LINC02843	0	0	0	0	0	0	0	0
MIR4289	0	0	0	0	0	0	0	0
S1PR3	239	483	143	153	440	1148	280	269
SHC3	8	4	12	11	7	12	10	10
CKS2	137	90	103	140	131	92	135	98
MIR3153	0	0	1	1	1	0	0	0
SECISBP2	1778	1703	2047	2863	1865	1735	1924	2267
SEMA4D	9740	7334	8221	11446	8637	4536	7287	8333
GADD45G	16	59	13	40	20	72	11	34
LINC03062	0	1	0	0	1	3	1	0
LOC101927847	0	0	0	0	0	0	0	0
MIR4290HG	0	0	0	0	0	0	0	0
MIR4290	0	0	0	0	0	0	0	0
LINC01508	0	0	0	0	0	0	0	0
LINC01501	0	0	0	0	0	0	0	0
DIRAS2	0	0	0	0	0	0	0	0
SYK	3666	6013	2531	3168	2155	4039	2267	1988
LOC100129316	0	3	1	1	2	0	1	0
AUH	246	215	291	376	240	148	228	198
NFIL3	1059	950	682	958	586	690	388	471
MIR3910-1	0	0	0	0	0	0	0	0
MIR3910-2	0	0	0	0	0	0	0	0
ROR2	0	4	0	0	1	7	2	2
SPTLC1	1186	1215	968	1368	1265	1238	978	1018
LOC100128076	1	0	0	0	1	0	0	0
LINC00475	0	0	1	0	0	0	0	0
IARS1	2443	2592	2187	2951	3376	4548	2193	2450
MIR3651	0	0	0	0	1	0	0	0
SNORA84	0	1	0	0	0	0	0	0
NOL8	1441	1308	1408	1980	1599	1540	1300	1553
CENPP	30	34	67	62	40	28	73	46
OGN	0	0	0	3	4	1	5	7
OMD	1	0	0	0	0	0	0	0
ASPN	0	0	0	0	0	0	0	0
ECM2	0	1	0	0	0	0	0	0
MIR4670	0	0	0	0	0	0	0	0
IPPK	438	484	409	539	545	648	434	499
LOC100128361	6	8	26	13	13	8	18	10
BICD2	1879	2333	1648	2235	1626	1969	1570	1596
LOC101929748	3	0	2	1	1	1	0	0
ANKRD19P	11	4	7	21	9	11	19	15
ZNF484	306	239	312	373	309	219	321	278
LOC642943	0	0	2	0	0	0	2	0
FGD3	3492	3608	4456	5464	4249	3412	5144	5100
LOC101927954	5	4	4	11	12	8	10	12
SUSD3	650	306	727	911	892	455	970	1048
CARD19	961	1740	1022	1504	907	1710	1143	1088
NINJ1	2099	4059	1087	1944	3810	7765	1826	2401
WNK2	1	2	0	6	2	5	3	8
FAM120A2P	11	14	8	8	5	22	9	8
FAM120AOS	1261	1703	1164	1741	1251	1535	1142	1437
FAM120A	3738	4532	3318	4449	4057	4591	3422	3898
PHF2	1832	2132	1719	2686	1946	2129	1703	2133
MIR548AU	0	0	0	0	0	0	0	0
MIR4291	0	0	0	0	0	0	0	0
BARX1	0	0	0	0	3	0	1	1
PTPDC1	96	94	57	103	99	77	75	73
MIRLET7A1	0	1	0	0	0	6	2	2
MIRLET7F1	3	0	2	1	0	1	0	3
LINC02603	0	0	1	0	1	1	3	1
MIRLET7D	9	5	13	16	12	10	15	13
ZNF169	173	143	184	199	145	152	156	138
NUTM2F	0	1	0	0	0	1	1	0
LOC100132077	15	14	22	20	5	18	16	16
PTMAP12	37	33	45	60	60	59	50	53
MFSD14B	2221	2658	1865	2751	2141	2104	1765	1882
PCAT7	0	0	0	0	0	0	0	0
FBP2	0	0	0	0	0	0	0	0
FBP1	1454	3598	753	1708	688	1494	454	642
AOPEP	65	51	80	137	50	71	89	88
MIR2278	0	0	0	0	0	0	0	0
MIR6081	0	0	0	0	0	0	0	0
MIR23B	0	0	0	0	0	0	0	0
MIR27B	0	0	0	0	0	3	0	0
MIR3074	0	0	0	0	0	0	0	0
MIR24-1	0	0	0	1	1	0	1	2
FANCC	61	51	81	101	87	61	81	72
PTCH1	304	230	272	222	327	256	328	201
LOC100507346	0	0	0	0	1	1	2	3
ERCC6L2-AS1	165	74	171	277	168	80	120	158
ERCC6L2	542	544	678	752	585	479	568	550
LINC00092	8	8	16	14	7	0	3	3
LOC158435	0	0	0	0	0	0	0	1
LOC158434	0	0	0	0	0	0	0	0
HSD17B3	12	3	12	12	11	6	11	9
SLC35D2	259	353	322	427	219	237	275	274
ZNF367	97	82	163	208	124	75	152	163
HABP4	716	515	1118	1725	899	510	1193	1404
CDC14B	166	154	184	321	224	149	223	261
PRXL2C	283	417	199	342	204	327	162	191
LOC441455	1	2	27	6	1	5	27	4
ZNF510	563	467	680	866	625	444	646	663
ZNF782	110	145	153	179	125	107	146	111
LOC100132781	0	0	0	0	0	0	0	0
PTMAP11	57	47	46	72	63	55	49	66
NUTM2G	0	1	2	1	3	1	1	1
MFSD14CP	28	35	25	50	37	35	20	35
CTSV	7	6	9	16	11	14	5	12
GAS2L1P2	0	0	0	0	0	0	2	2
SUGT1P4-STRA6LP-CCDC180	0	0	0	0	1	0	0	0
SUGT1P4-STRA6LP	72	68	58	93	71	62	47	83
CCDC180	0	0	0	0	0	0	0	0
MIR1302-8	0	0	0	0	0	0	0	0
LOC286359	0	0	0	0	0	0	0	0
TDRD7	688	842	549	896	531	530	446	529
TMOD1	41	44	52	58	32	26	62	46
TSTD2	729	750	769	984	794	894	783	861
NCBP1	1389	1394	1106	1511	1333	1506	1092	1269
XPA	319	301	378	469	401	311	364	413
FOXE1	3	0	1	1	0	0	4	2
TRMO	1107	734	873	1165	984	782	717	830
HEMGN	156	106	174	422	45	46	64	77
ANP32B	2761	2522	2992	4307	3019	2859	2895	3199
NANS	656	755	432	724	594	909	493	570
TRIM14	1608	1291	1792	2318	1183	1123	1371	1400
CORO2A	429	258	415	510	258	208	288	271
TBC1D2	197	466	315	387	200	457	256	275
MIR6854	0	0	0	0	0	0	0	0
GABBR2	0	0	0	0	0	0	0	0
ANKS6	216	150	259	280	234	170	264	261
GALNT12	133	105	171	263	154	115	196	213
COL15A1	1	2	1	3	3	14	5	1
TGFBR1	1536	2099	1116	1435	1370	1896	1216	1053
ALG2	853	1054	747	1120	1050	1212	939	944
SEC61B	1416	1798	1015	1652	1701	2107	1146	1402
NAMA	0	0	0	0	0	0	0	0
LOC101928438	0	1	0	0	0	0	0	2
NR4A3	754	407	707	953	1942	1317	1374	1723
STX17-DT	3	3	7	6	3	0	5	7
STX17	833	721	796	1208	957	753	840	1075
ERP44	1707	2077	1330	2021	1541	2099	1218	1416
INVS	251	256	259	353	258	195	218	295
TEX10	512	535	549	685	647	783	577	595
MSANTD3	126	129	96	151	169	146	96	156
MSANTD3-TMEFF1	0	0	0	0	0	0	0	0
TMEFF1	0	0	0	0	0	0	0	0
CAVIN4	0	1	1	3	0	1	2	1
PLPPR1	0	0	0	0	0	0	0	0
BAAT	1	2	2	0	2	0	2	3
MRPL50	506	427	506	698	549	511	568	556
ZNF189	725	782	674	819	677	724	560	764
ALDOB	0	0	0	0	0	0	0	0
TMEM246-AS1	0	0	0	1	0	0	0	0
PGAP4	2	1	2	2	0	6	1	4
RNF20	1251	1105	1242	1674	1114	1020	1274	1238
GRIN3A	2	2	2	1	2	0	6	6
PPP3R2	0	0	0	0	0	0	0	0
LINC00587	0	0	0	0	0	0	0	0
CYLC2	0	0	0	0	0	0	0	0
LINC01492	0	0	0	0	0	0	0	0
LINC03094	0	0	2	0	1	2	0	1
SMC2-DT	0	0	0	0	0	0	0	0
SMC2	504	446	660	673	581	450	756	574
OR13F1	0	0	0	0	1	0	0	0
OR13C4	0	0	0	0	0	0	0	0
OR13C3	0	0	0	0	0	0	0	0
OR13C8	0	0	0	0	0	0	0	0
OR13C5	0	0	0	0	0	0	0	0
OR13C2	0	0	0	0	0	0	0	0
OR13C9	0	0	0	0	0	0	0	0
OR13D1	0	0	0	0	0	0	0	0
NIPSNAP3A	326	477	296	424	306	370	281	265
NIPSNAP3B	93	135	102	183	103	161	99	110
ABCA1	1953	2307	692	989	2657	3412	982	1164
SLC44A1	3588	4144	1960	3048	1403	1520	1103	1112
FSD1L	63	99	39	52	59	81	33	49
RALGAPA1P1	2361	1729	1992	2449	2566	1800	2226	2027
FKTN	293	271	306	339	321	289	278	316
TAL2	2	1	2	6	0	2	2	1
TMEM38B	256	223	202	343	293	228	243	273
MIR8081	0	0	0	0	0	0	0	0
LINC01505	0	0	0	0	0	0	1	0
LOC105376204	0	0	0	0	0	0	0	1
ZNF462	9	12	8	10	9	16	13	18
LOC340512	0	0	0	0	0	0	0	0
RAD23B	2622	2894	1813	2542	2725	3162	1975	2111
LINC01509	0	0	0	0	0	0	0	0
KLF4	1204	2076	687	878	185	615	165	163
ACTL7B	0	0	0	0	0	0	0	0
ACTL7A	0	0	0	0	0	0	0	0
ELP1	1635	1295	1876	2438	1962	1380	1907	2005
ABITRAM	307	334	258	363	286	370	256	285
CTNNAL1	295	199	190	333	332	208	200	295
TMEM245	899	802	1125	1442	1086	922	1332	1366
MIR32	0	0	0	0	0	0	0	0
FRRS1L	0	0	0	0	0	0	0	0
EPB41L4B	7	3	5	7	0	0	3	5
PTPN3	1	2	3	13	2	0	3	4
MIR3927	0	0	0	0	0	0	0	0
PALM2AKAP2	0	0	0	0	0	0	0	0
TRR-TCG6-1	0	0	1	0	0	0	0	0
C9orf152	0	0	0	1	0	0	0	0
TXN	487	1008	419	540	563	1194	379	415
TXNDC8	0	0	0	0	0	0	0	0
SVEP1	1	1	0	0	1	0	1	0
MUSK	0	0	0	0	0	0	0	0
LPAR1	15	39	4	18	20	176	19	33
MIR7702	0	0	0	0	0	0	0	0
OR2K2	0	0	0	0	0	0	0	0
ECPAS	2884	3767	2371	3377	2693	3896	2137	2613
ZNF483	209	168	187	210	223	126	179	182
PTGR1	3	7	1	2	2	4	1	0
LRRC37A5P	0	0	0	0	0	0	0	0
DNAJC25	162	154	138	194	180	180	149	162
DNAJC25-GNG10	0	0	0	0	0	0	0	0
GNG10	3	2	2	6	3	9	1	1
SHOC1	0	0	0	0	0	1	0	0
UGCG	759	561	769	1128	1075	702	956	1080
MIR4668	0	0	0	1	0	0	1	1
SUSD1	980	1883	611	748	786	1268	595	526
PTBP3	3856	4184	2801	3925	4107	3557	3137	3165
HSDL2	243	217	275	195	314	165	276	184
KIAA1958	200	133	277	338	252	159	269	347
INIP	574	633	487	741	655	619	529	568
SNX30	1218	1328	893	1217	1051	868	925	874
SLC46A2	59	34	25	38	16	11	27	19
ZNF883	18	11	32	37	19	13	30	23
ZFP37	100	52	100	103	131	75	94	95
FAM225B	29	42	15	17	0	11	5	7
FAM225A	310	485	229	339	56	149	55	73
SLC31A2	2301	3730	1465	2570	597	901	490	687
FKBP15	1501	2016	1296	1819	1392	1851	1235	1408
SLC31A1	375	526	282	446	406	549	291	425
CDC26	215	227	202	347	270	256	203	291
PRPF4	1169	1150	1052	1406	1245	1463	1105	1161
RNF183	0	1	0	0	0	0	0	2
WDR31	4	7	6	10	2	7	8	4
BSPRY	7	5	14	19	14	10	22	23
HDHD3	385	271	456	489	429	276	456	433
ALAD	620	671	786	1002	619	559	851	840
POLE3	1875	1793	1845	2208	1949	1983	1901	1917
C9orf43	4	4	6	8	3	5	3	9
RGS3	364	661	368	455	690	644	474	414
ZNF618	33	32	35	52	37	41	40	29
AMBP	0	0	0	0	0	0	0	0
KIF12	0	0	0	0	0	0	0	0
COL27A1	18	59	53	52	36	65	59	41
MIR455	0	0	0	0	0	0	0	0
ORM1	27	39	8	18	43	41	9	9
ORM2	3	4	2	5	10	10	4	2
AKNA	21287	19677	27804	28404	18059	16039	19514	15729
WHRN	436	774	589	413	675	1219	574	457
ATP6V1G1	1937	2059	1960	2713	2384	2489	2072	2336
TMEM268	427	472	370	549	457	638	348	431
TEX48	0	0	0	0	0	0	0	0
TNFSF15	53	38	6	63	3454	2404	250	1839
TNFSF8	13699	14168	8372	16383	20416	44674	8287	16145
TNC	4	1	0	2	3	5	1	0
DELEC1	0	0	0	0	0	0	0	0
LOC101928748	0	0	0	0	0	0	0	0
LOC101928775	0	0	0	0	0	0	0	0
LINC00474	0	0	0	0	0	0	0	0
PAPPA	0	2	0	0	1	0	0	0
PAPPA-AS1	0	0	0	0	0	0	0	0
ASTN2	12	11	18	17	14	7	18	19
ASTN2-AS1	0	0	0	0	0	0	0	0
TRIM32	171	152	218	240	226	147	236	217
SNORA70C	0	0	0	0	0	0	0	0
LOC101928797	0	0	0	0	0	0	0	0
TLR4	2924	3782	1689	2412	1944	3972	1328	1666
BRINP1	0	0	0	0	0	0	0	0
MIR147A	0	0	0	0	0	0	0	0
CDK5RAP2	1127	1062	1480	1655	1234	1024	1360	1272
MEGF9	1896	3171	1709	2532	830	1221	1001	1003
FBXW2	2864	2666	2768	3543	3059	2621	2804	3006
B3GALT9	14	10	8	8	12	5	13	8
PSMD5	862	832	694	1035	969	864	765	830
CUTALP	1070	230	218	229	1201	180	171	208
PHF19	950	1103	1221	1611	1552	1230	1770	2118
TRAF1	1212	1215	1325	1822	4332	4550	2386	3435
C5	37	44	49	47	26	32	41	24
CNTRL	1921	1981	1911	2517	1956	1546	1799	1895
RAB14	3161	3942	2328	3165	2697	3437	2126	2384
GSN	1403	3907	1117	1457	565	1071	465	482
GSN-AS1	0	4	0	3	0	1	0	0
STOM	891	1415	642	790	1212	1349	721	824
GGTA1	112	146	75	143	96	103	50	78
DAB2IP	166	63	139	53	102	28	79	32
TTLL11	55	42	83	68	65	74	70	71
MIR4478	0	0	0	0	0	0	0	0
NDUFA8	380	385	338	479	369	354	348	367
MORN5	0	0	0	0	0	0	0	0
LHX6	0	0	0	0	0	0	0	0
RBM18	771	785	640	908	955	984	704	732
MRRF	461	492	527	645	476	539	462	492
PTGS1	782	590	281	621	962	1105	366	627
OR1J2	1	2	3	0	1	2	0	0
OR1J1	0	0	0	0	0	0	0	0
OR1J4	0	0	0	0	0	0	1	0
OR1N1	0	0	0	0	0	0	0	0
OR1L8	1	1	0	1	0	0	1	2
OR1N2	0	0	0	0	0	0	0	0
OR1Q1	0	4	0	0	0	3	1	1
OR1B1	0	0	0	1	0	0	0	0
OR1L1	0	0	0	0	0	0	0	0
OR1L3	0	0	0	0	0	0	0	0
OR1L4	0	0	0	0	0	0	0	0
OR1L6	0	0	0	0	0	0	0	0
OR5C1	0	0	0	0	0	0	0	0
OR1K1	0	0	0	0	0	0	0	0
PDCL	454	429	401	520	578	472	458	486
RC3H2	1083	1136	894	1262	1017	1191	853	1052
SNORD90	0	0	0	0	0	0	0	1
ZBTB6	813	715	706	911	978	617	799	755
ZBTB26	201	211	202	245	231	212	160	198
RABGAP1	1259	1319	1444	1834	1351	1161	1338	1344
GPR21	1	2	1	4	2	2	2	1
MIR600HG	70	75	136	186	145	99	213	194
MIR600	0	0	0	0	0	0	0	0
STRBP	260	184	290	414	378	235	383	400
CRB2	2	0	6	1	0	0	1	1
DENND1A	386	522	395	561	284	436	342	348
MIR601	0	0	0	0	0	0	0	0
MIR7150	0	0	0	0	0	0	0	0
LHX2-AS1	0	0	0	0	0	0	0	0
LHX2	0	0	0	0	0	1	0	0
NEK6	1923	4727	1049	1471	1009	2991	660	740
PSMB7	1337	1487	1162	1732	1324	1657	1257	1360
LOC100129034	2756	6947	1732	2279	1241	3967	1185	1181
ADGRD2	0	0	0	0	0	0	0	0
NR5A1	0	2	0	0	1	1	0	1
NR6A1	14	21	18	15	27	35	18	26
MIR181A2HG	1	5	8	0	8	9	16	6
MIR181A2	0	0	0	0	0	0	0	0
MIR181B2	0	0	0	0	0	0	0	0
OLFML2A	1	3	0	3	1	3	1	1
WDR38	1	2	3	2	0	4	2	2
RPL35	6546	5732	6968	10192	7329	6187	7433	7737
ARPC5L	666	794	623	848	858	1051	653	793
GOLGA1	617	672	797	972	689	610	762	727
SCAI	102	89	120	124	170	87	142	144
PPP6C	2837	2795	2506	3408	2994	2960	2641	2681
RABEPK	163	132	208	266	181	136	221	153
HSPA5	13698	18049	8975	13765	14078	21293	8689	11110
GAPVD1	1991	2293	1600	2192	1978	2123	1702	1732
MAPKAP1	1806	2067	1508	2025	1573	1826	1373	1542
PBX3-DT	0	0	0	1	0	1	2	0
PBX3	413	708	379	464	439	677	410	423
LOC101929116	0	0	0	0	0	0	0	0
MVB12B	946	1016	988	798	782	717	657	426
NRON	0	0	0	0	0	0	0	0
LMX1B	3	0	2	3	1	1	0	0
ZBTB43	1525	1485	1066	1470	1410	1660	993	1121
ZBTB34	845	1057	751	986	755	918	665	697
RALGPS1	88	80	165	142	107	96	179	117
ANGPTL2	0	0	1	0	0	0	0	0
GARNL3	8	1	2	5	2	3	3	6
SLC2A8	67	78	83	98	71	74	90	85
ZNF79	263	290	347	430	287	338	331	335
RPL12	6228	4830	6113	8278	6106	4703	5801	6050
SNORA65	5	4	6	7	13	12	7	7
LRSAM1	240	271	306	385	246	256	291	302
NIBAN2	5621	10244	2582	4844	5914	12657	2998	4076
STXBP1	32	34	39	47	103	67	107	109
MIR3911	0	0	0	0	3	1	1	3
CFAP157	1	0	1	1	0	1	1	4
PTRH1	73	70	72	113	99	131	70	111
TTC16	117	85	52	99	119	92	41	79
TOR2A	485	694	375	562	459	690	402	395
SH2D3C	599	835	651	755	1033	1972	1325	1198
MIR3960	0	0	0	5	1	2	1	2
MIR2861	1	0	0	2	0	0	1	1
CDK9	2373	2821	2125	3050	2755	3776	2370	2735
FPGS	1112	1462	979	1391	1272	2009	1172	1277
ENG	5184	10162	2023	3230	6801	19040	3675	4612
LOC102723566	96	71	114	112	133	113	108	124
AK1	528	422	543	696	735	675	633	666
MIR4672	0	0	0	0	0	1	1	0
ST6GALNAC6	3100	3038	3181	4290	4237	4416	4249	4635
ST6GALNAC4	444	726	451	667	774	1421	712	835
PIP5KL1	0	4	2	2	3	4	5	3
DPM2	435	500	495	476	390	574	476	402
EEIG1	12984	9478	16902	22165	12251	9130	15953	14887
NAIF1	185	200	245	285	174	187	196	225
SLC25A25	619	678	613	695	528	966	533	488
SLC25A25-AS1	174	132	282	311	225	221	298	324
PTGES2	529	537	725	924	656	668	727	763
PTGES2-AS1	1	2	5	4	3	2	8	6
LCN2	440	586	76	151	513	703	83	135
BBLN	529	614	680	895	585	630	691	700
CIZ1	1324	1413	1614	2022	1515	1547	1665	1604
DNM1	15	20	9	20	13	15	5	13
MIR199B	0	0	0	0	0	0	0	0
MIR3154	0	0	0	0	0	0	0	0
GOLGA2	1156	1304	1068	1388	1447	1486	1149	1329
SWI5	108	105	121	146	101	91	132	107
TRUB2	286	275	262	411	349	309	326	355
COQ4	270	292	363	420	320	266	351	381
TRR-TCT3-1	0	0	0	0	0	0	0	0
SLC27A4	253	299	294	386	274	299	324	332
URM1	1010	1128	939	1364	1008	1241	991	1091
MIR219A2	0	0	0	0	0	0	0	0
MIR219B	0	0	0	0	0	0	1	0
CERCAM	15	9	30	18	10	7	31	10
ODF2	1037	1061	1053	1326	1332	1401	1139	1280
GLE1	1128	1179	1036	1515	996	979	935	1101
SPTAN1	6034	4878	6902	8240	8328	5434	8371	9157
DYNC2I2	55	58	129	151	59	73	110	120
SET	5167	5033	4672	6235	6089	6644	5163	5250
PKN3	18	32	35	35	33	37	32	30
ZDHHC12	291	318	347	517	292	278	368	377
ZDHHC12-DT	15	21	16	17	14	19	18	15
ZER1	1242	1126	1523	1965	1536	1188	1675	1773
TBC1D13	1053	1006	1033	1440	990	987	1031	1150
ENDOG	126	81	113	262	164	110	133	197
SPOUT1	878	810	919	1194	995	912	893	992
KYAT1	65	69	122	113	81	67	108	108
LRRC8A	977	876	958	1368	927	787	957	1023
PHYHD1	5	2	9	8	11	9	13	10
DOLK	215	250	180	236	189	211	146	177
NUP188	2009	2184	2307	2891	2439	2878	2357	2611
