Ensg	ROGKO_DEX-1	ROGKO_DEX-2	ROGKO_DEX-3	ROGKO_PBS-1	ROGKO_PBS-2	ROGKO_PBS-3	WT_DEX-1	WT_DEX-2	WT_DEX-3	WT_PBS-1	WT_PBS-2	WT_PBS-3
ENSMUSG00000095580	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095581	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095583	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095584	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095585	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095586	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095587	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095588	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095589	2	0	0	0	1	0	2	1	0	0	0	0
ENSMUSG00000095590	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095591	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095592	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095593	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095594	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095595	20	23	18	38	24	24	28	23	53	17	33	63
ENSMUSG00000095596	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095597	0	1	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000095599	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095600	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095601	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095602	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095603	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095604	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095605	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095606	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095607	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095608	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095609	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095610	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095612	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095614	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095615	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095616	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095618	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095619	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095620	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095621	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095623	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095624	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095625	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095626	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095627	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095628	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095629	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095630	0	0	1	0	0	0	2	0	1	0	0	1
ENSMUSG00000095631	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095632	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095633	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095634	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095635	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095636	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095637	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095638	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095639	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095640	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095641	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095642	0	1	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000095643	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095645	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095646	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095647	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095648	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095649	0	1	0	0	0	1	1	1	0	0	0	0
ENSMUSG00000095650	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095651	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000095652	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095653	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095654	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095655	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095656	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095657	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095658	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095659	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095660	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095661	0	1	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000095662	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095663	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095664	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095666	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095667	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095668	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095670	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095671	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095672	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095673	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095674	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095675	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095676	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095677	3	0	0	1	2	1	7	0	4	0	4	4
ENSMUSG00000095678	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095680	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095681	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095682	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000095683	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095684	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095685	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095686	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095687	34	41	41	39	47	33	35	19	29	30	36	43
ENSMUSG00000095689	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095690	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095691	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095692	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095693	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095696	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095697	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095698	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095699	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095700	0	0	0	0	0	2	1	0	1	0	2	0
ENSMUSG00000095701	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095702	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095703	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095704	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095705	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095706	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095709	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095710	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095711	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095712	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095713	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095714	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095716	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095717	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095718	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095720	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095721	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095722	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095723	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095724	1	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000095725	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095727	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095728	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095729	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095730	2	1	0	5	1	0	4	1	1	1	3	3
ENSMUSG00000095731	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095732	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095734	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095736	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095737	0	0	0	1	0	0	0	0	0	0	0	1
ENSMUSG00000095738	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095739	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095740	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095741	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095742	45	55	58	30	50	45	46	41	30	27	42	43
ENSMUSG00000095743	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095744	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095745	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095747	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095749	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095752	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095753	0	1	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000095754	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095755	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095756	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095757	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095758	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095759	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095761	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095762	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000095763	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095764	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095765	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095766	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095768	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095769	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095770	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095771	1	0	1	1	0	0	1	0	1	0	0	0
ENSMUSG00000095772	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095773	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095774	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095776	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095778	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095779	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095780	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095782	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095785	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095786	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095787	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095788	0	1	0	0	0	0	0	1	0	1	1	2
ENSMUSG00000095789	3	3	3	2	2	0	1	0	0	5	3	1
ENSMUSG00000095791	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095792	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095793	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095794	0	0	0	0	1	0	0	0	1	0	1	1
ENSMUSG00000095796	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095797	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095798	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095799	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095802	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095803	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095804	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095805	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095806	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095807	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095809	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095812	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095813	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095814	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095816	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095817	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095818	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095820	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095821	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095822	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095824	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095825	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095826	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095827	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095828	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095829	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095831	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095834	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095836	0	0	0	1	0	1	2	1	0	0	2	0
ENSMUSG00000095837	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095839	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095841	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000095842	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095843	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095845	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000095846	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095847	0	0	2	0	0	1	2	0	1	1	0	0
ENSMUSG00000095849	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095850	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095851	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095852	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095853	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095854	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095856	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095857	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095858	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095859	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095860	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095862	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095863	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095864	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095865	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095866	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095867	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095868	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000095869	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095870	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095871	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095872	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095873	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095874	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095876	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095878	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095879	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095880	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095883	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095884	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095885	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095886	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095887	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095889	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095890	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095891	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095892	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095893	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095894	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095895	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095896	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095897	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095898	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095899	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095900	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095901	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095902	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095903	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095905	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095906	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095907	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095908	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095909	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095910	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095911	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095912	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095913	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000095914	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095915	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000095916	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095917	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095918	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095920	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095922	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095923	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095924	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095925	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095926	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095927	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095928	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095929	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095930	8	16	11	26	16	14	24	14	10	10	24	18
ENSMUSG00000095931	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095932	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095933	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095934	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095935	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095936	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095937	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095938	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095939	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095940	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095941	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095942	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095943	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095944	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095945	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095946	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095947	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000095948	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095950	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095951	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095952	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095953	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095954	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095955	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000095956	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095957	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095958	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095959	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095960	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095961	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095962	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095963	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095964	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095965	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095966	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095968	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095969	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095970	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095971	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095972	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095973	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095974	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095975	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095976	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095977	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095978	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095979	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095980	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095981	1	0	0	2	0	0	0	0	0	0	0	1
ENSMUSG00000095982	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095984	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095985	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095986	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095987	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095988	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095989	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095990	20	18	20	23	22	29	13	28	26	6	19	11
ENSMUSG00000095991	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095992	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095993	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095994	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095996	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095997	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095998	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096000	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096001	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096002	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096003	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096005	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096006	5	0	1	2	5	0	2	4	5	2	3	2
ENSMUSG00000096008	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096009	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096010	0	2	1	1	0	0	1	0	0	1	0	0
ENSMUSG00000096011	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096014	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096015	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096016	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096017	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096018	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096019	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096020	1	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000096021	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096022	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096023	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096024	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096025	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096027	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096028	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096029	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096030	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096031	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096033	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096035	0	0	0	0	0	0	0	0	0	0	0	0
