id,cas_num,ctrl_ids,dose,drug_name,drugbank_id,geo_id,organism,pert_ids,platform,smiles,timepoint,tissue,vehicle,version
drug:DM3612,59333-67-4,GSM1452556|GSM1452567|GSM1452611|GSM1452644|GSM1452724|GSM1452727|GSM1452729|GSM1452750|GSM1452777|GSM1452809|GSM1452821|GSM1452857|GSM1452866|GSM1452889|GSM1452917|GSM1452921|GSM1452941|GSM1452955|GSM1452988|GSM1453000|GSM1453031|GSM1453040|GSM1453069|GSM1453081|GSM1453085|GSM1453086|GSM1453089|GSM1453106|GSM1453182|GSM1453187|GSM1453196|GSM1453212|GSM1453217|GSM1453235|GSM1453259|GSM1453280|GSM1453289|GSM1453294|GSM1453314|GSM1453319|GSM1453323,39.6 uM,Fluoxetine,DB00472,GSE59927,rat,GSM1452557|GSM1452587|GSM1452620,GPL5426,[H+].[Cl-].CNCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2,1 d,Primary rat hepatocytes,DMSO,1.2
drug:DM3613,59333-67-4,GSM1452555|GSM1452566|GSM1452610|GSM1452643|GSM1452663|GSM1452678|GSM1452726|GSM1452749|GSM1452776|GSM1452808|GSM1452820|GSM1452856|GSM1452865|GSM1452888|GSM1452916|GSM1452920|GSM1452940|GSM1452954|GSM1452972|GSM1452987|GSM1452999|GSM1453011|GSM1453033|GSM1453044|GSM1453059|GSM1453084|GSM1453088|GSM1453115|GSM1453150|GSM1453181|GSM1453186|GSM1453195|GSM1453238|GSM1453258|GSM1453279|GSM1453288|GSM1453293|GSM1453313|GSM1453318|GSM1453322,39.6 uM,Fluoxetine,DB00472,GSE59927,rat,GSM1452586|GSM1452608|GSM1452665,GPL5426,[H+].[Cl-].CNCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2,0.67 d,Primary rat hepatocytes,DMSO,1.2
drug:DM3610,49562-28-9,GSM1452555|GSM1452566|GSM1452610|GSM1452643|GSM1452663|GSM1452678|GSM1452726|GSM1452749|GSM1452776|GSM1452808|GSM1452820|GSM1452856|GSM1452865|GSM1452888|GSM1452916|GSM1452920|GSM1452940|GSM1452954|GSM1452972|GSM1452987|GSM1452999|GSM1453011|GSM1453033|GSM1453044|GSM1453059|GSM1453084|GSM1453088|GSM1453115|GSM1453150|GSM1453181|GSM1453186|GSM1453195|GSM1453238|GSM1453258|GSM1453279|GSM1453288|GSM1453293|GSM1453313|GSM1453318|GSM1453322,250 uM,Fenofibrate,DB01039,GSE59927,rat,GSM1453230|GSM1453249|GSM1453296,GPL5426,CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c2ccc(Cl)cc2,0.67 d,Primary rat hepatocytes,DMSO,1.2
drug:DM3611,49562-28-9,GSM1452556|GSM1452567|GSM1452611|GSM1452644|GSM1452724|GSM1452727|GSM1452729|GSM1452750|GSM1452777|GSM1452809|GSM1452821|GSM1452857|GSM1452866|GSM1452889|GSM1452917|GSM1452921|GSM1452941|GSM1452955|GSM1452988|GSM1453000|GSM1453031|GSM1453040|GSM1453069|GSM1453081|GSM1453085|GSM1453086|GSM1453089|GSM1453106|GSM1453182|GSM1453187|GSM1453196|GSM1453212|GSM1453217|GSM1453235|GSM1453259|GSM1453280|GSM1453289|GSM1453294|GSM1453314|GSM1453319|GSM1453323,250 uM,Fenofibrate,DB01039,GSE59927,rat,GSM1453231|GSM1453250|GSM1453284,GPL5426,CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c2ccc(Cl)cc2,1 d,Primary rat hepatocytes,DMSO,1.2
drug:DM2747,119-04-0,GSM1456835|GSM1456917|GSM1457032|GSM1457033|GSM1457104|GSM1457106|GSM1457525|GSM1457579|GSM1458082|GSM1458141|GSM1458544|GSM1458866|GSM1458886|GSM1459800|GSM1459801|GSM1459802|GSM1461395|GSM1461396|GSM1461469|GSM1461470,877 mg/kg,Neomycin,DB00994,GSE59927,rat,GSM1457971|GSM1457972|GSM1457973,GPL5425,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O[C@@H]3O[C@H](CO)[C@@H](O[C@H]4O[C@@H](CN)[C@@H](O)[C@H](O)[C@H]4N)[C@H]3O)[C@H](N)[C@@H](O)[C@@H]1O,0.25 d,Liver,Corn Oil,1.2
drug:DM342,58-55-9,GSM1450190|GSM1450191|GSM1450192,225 mg/kg,Theophylline,DB00277,GSE59927,rat,GSM1450361|GSM1450362,GPL5425,CN1C(=O)N(C)c2nc[nH]c2C1=O,3 d,Brain,Water,1.2
drug:DM2745,119-04-0,GSM1456836|GSM1456888|GSM1457035|GSM1457133|GSM1457527|GSM1457593|GSM1457881|GSM1457941|GSM1457944|GSM1458727|GSM1458955|GSM1459878|GSM1459879|GSM1459880|GSM1459956|GSM1459957|GSM1459958|GSM1460302|GSM1460303|GSM1460337|GSM1460416|GSM1460536|GSM1460794|GSM1460839|GSM1460871|GSM1460957|GSM1460961|GSM1460985|GSM1460987|GSM1461045|GSM1461069|GSM1461074|GSM1461083|GSM1461094|GSM1461103|GSM1461113|GSM1461114|GSM1461403|GSM1461423|GSM1461445|GSM1461474|GSM1461476|GSM1461676,877 mg/kg,Neomycin,DB00994,GSE59927,rat,GSM1457967|GSM1457968|GSM1457969,GPL5425,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O[C@@H]3O[C@H](CO)[C@@H](O[C@H]4O[C@@H](CN)[C@@H](O)[C@H](O)[C@H]4N)[C@H]3O)[C@H](N)[C@@H](O)[C@@H]1O,3 d,Liver,Corn Oil,1.2
drug:DM2744,119-04-0,GSM1456921|GSM1457034|GSM1457105|GSM1457526|GSM1457592|GSM1457934|GSM1458083|GSM1458142|GSM1458887|GSM1459260|GSM1459261|GSM1459864|GSM1459865|GSM1459866|GSM1459954|GSM1459955|GSM1460249|GSM1460301|GSM1460394|GSM1460415|GSM1460573|GSM1460662|GSM1460792|GSM1460838|GSM1460860|GSM1460948|GSM1460960|GSM1461012|GSM1461024|GSM1461044|GSM1461054|GSM1461068|GSM1461400|GSM1461402|GSM1461422|GSM1461444|GSM1461675,877 mg/kg,Neomycin,DB00994,GSE59927,rat,GSM1457966|GSM1457974|GSM1457975,GPL5425,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O[C@@H]3O[C@H](CO)[C@@H](O[C@H]4O[C@@H](CN)[C@@H](O)[C@H](O)[C@H]4N)[C@H]3O)[C@H](N)[C@@H](O)[C@@H]1O,1 d,Liver,Corn Oil,1.2
drug:DM2743,119-04-0,GSM1456921|GSM1457034|GSM1457105|GSM1457526|GSM1457592|GSM1457934|GSM1458083|GSM1458142|GSM1458887|GSM1459260|GSM1459261|GSM1459864|GSM1459865|GSM1459866|GSM1459954|GSM1459955|GSM1460249|GSM1460301|GSM1460394|GSM1460415|GSM1460573|GSM1460662|GSM1460792|GSM1460838|GSM1460860|GSM1460948|GSM1460960|GSM1461012|GSM1461024|GSM1461044|GSM1461054|GSM1461068|GSM1461400|GSM1461402|GSM1461422|GSM1461444|GSM1461675,56 mg/kg,Neomycin,DB00994,GSE59927,rat,GSM1458185|GSM1458186|GSM1458505,GPL5425,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O[C@@H]3O[C@H](CO)[C@@H](O[C@H]4O[C@@H](CN)[C@@H](O)[C@H](O)[C@H]4N)[C@H]3O)[C@H](N)[C@@H](O)[C@@H]1O,1 d,Liver,Corn Oil,1.2
drug:DM2742,119-04-0,GSM1456835|GSM1456917|GSM1457032|GSM1457033|GSM1457104|GSM1457106|GSM1457525|GSM1457579|GSM1458082|GSM1458141|GSM1458544|GSM1458866|GSM1458886|GSM1459800|GSM1459801|GSM1459802|GSM1461395|GSM1461396|GSM1461469|GSM1461470,56 mg/kg,Neomycin,DB00994,GSE59927,rat,GSM1458184|GSM1458816,GPL5425,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O[C@@H]3O[C@H](CO)[C@@H](O[C@H]4O[C@@H](CN)[C@@H](O)[C@H](O)[C@H]4N)[C@H]3O)[C@H](N)[C@@H](O)[C@@H]1O,0.25 d,Liver,Corn Oil,1.2
drug:DM2741,119-04-0,GSM1456889|GSM1456922|GSM1457134|GSM1457518|GSM1457554|GSM1457594|GSM1457882|GSM1458040|GSM1458084|GSM1459881|GSM1459882|GSM1459883|GSM1460267|GSM1460277|GSM1460280|GSM1460282|GSM1460338|GSM1460417|GSM1460537|GSM1460554|GSM1460826|GSM1460840|GSM1460887|GSM1460949|GSM1460958|GSM1460986|GSM1460988|GSM1461046|GSM1461055|GSM1461070|GSM1461475|GSM1461686,56 mg/kg,Neomycin,DB00994,GSE59927,rat,GSM1457932|GSM1458840,GPL5425,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O[C@@H]3O[C@H](CO)[C@@H](O[C@H]4O[C@@H](CN)[C@@H](O)[C@H](O)[C@H]4N)[C@H]3O)[C@H](N)[C@@H](O)[C@@H]1O,5 d,Liver,Corn Oil,1.2
drug:DM343,58-55-9,GSM1450193|GSM1450194|GSM1450195,225 mg/kg,Theophylline,DB00277,GSE59927,rat,GSM1450363|GSM1450364|GSM1450365,GPL5425,CN1C(=O)N(C)c2nc[nH]c2C1=O,5 d,Brain,Water,1.2
drug:DM3732,10540-29-1,GSM1452556|GSM1452567|GSM1452611|GSM1452644|GSM1452724|GSM1452727|GSM1452729|GSM1452750|GSM1452777|GSM1452809|GSM1452821|GSM1452857|GSM1452866|GSM1452889|GSM1452917|GSM1452921|GSM1452941|GSM1452955|GSM1452988|GSM1453000|GSM1453031|GSM1453040|GSM1453069|GSM1453081|GSM1453085|GSM1453086|GSM1453089|GSM1453106|GSM1453182|GSM1453187|GSM1453196|GSM1453212|GSM1453217|GSM1453235|GSM1453259|GSM1453280|GSM1453289|GSM1453294|GSM1453314|GSM1453319|GSM1453323,37.5 uM,Tamoxifen,DB00675,GSE59927,rat,GSM1453113|GSM1453194|GSM1453200,GPL5426,CC/C(c1ccccc1)=C(c2ccccc2)/c3ccc(OCCN(C)C)cc3,1 d,Primary rat hepatocytes,DMSO,1.2
drug:DM832,67-92-5,GSM1450533|GSM1450542|GSM1451258|GSM1451280|GSM1451289|GSM1451531|GSM1451743|GSM1451906|GSM1451914|GSM1451950|GSM1452194|GSM1452203|GSM1452204,645 mg/kg,Dicyclomine,DB00804,GSE59927,rat,GSM1451492|GSM1451541,GPL5425,[H+].[Cl-].CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,3 d,Heart,Water,1.2
drug:DM2749,51803-78-2,GSM1456835|GSM1456917|GSM1457032|GSM1457033|GSM1457104|GSM1457106|GSM1457525|GSM1457579|GSM1458082|GSM1458141|GSM1458544|GSM1458866|GSM1458886|GSM1459800|GSM1459801|GSM1459802|GSM1461395|GSM1461396|GSM1461469|GSM1461470,162 mg/kg,Nimesulide,DB04743,GSE59927,rat,GSM1456876|GSM1456902,GPL5425,C[S](=O)(=O)Nc1ccc(cc1Oc2ccccc2)[N+]([O-])=O,0.25 d,Liver,Corn Oil,1.2
drug:DM2748,51803-78-2,GSM1456836|GSM1456888|GSM1457035|GSM1457133|GSM1457527|GSM1457593|GSM1457881|GSM1457941|GSM1457944|GSM1458727|GSM1458955|GSM1459878|GSM1459879|GSM1459880|GSM1459956|GSM1459957|GSM1459958|GSM1460302|GSM1460303|GSM1460337|GSM1460416|GSM1460536|GSM1460794|GSM1460839|GSM1460871|GSM1460957|GSM1460961|GSM1460985|GSM1460987|GSM1461045|GSM1461069|GSM1461074|GSM1461083|GSM1461094|GSM1461103|GSM1461113|GSM1461114|GSM1461403|GSM1461423|GSM1461445|GSM1461474|GSM1461476|GSM1461676,162 mg/kg,Nimesulide,DB04743,GSE59927,rat,GSM1456541|GSM1457241|GSM1457242,GPL5425,C[S](=O)(=O)Nc1ccc(cc1Oc2ccccc2)[N+]([O-])=O,3 d,Liver,Corn Oil,1.2
drug:DM1276,103-90-2,GSM1453653|GSM1453785|GSM1453890|GSM1454239|GSM1454327|GSM1454885|GSM1455549|GSM1455657|GSM1456295|GSM1456305|GSM1456323,486 mg/kg,Acetaminophen,DB00316,GSE59927,rat,GSM1453917|GSM1453918|GSM1454141,GPL5425,CC(=O)Nc1ccc(O)cc1,1 d,Kidney,Corn Oil,1.2
drug:DM1277,1424-27-7,GSM1453653|GSM1453785|GSM1453890|GSM1454239|GSM1454327|GSM1454885|GSM1455549|GSM1455657|GSM1456295|GSM1456305|GSM1456323,250 mg/kg,Acetazolamide,DB00819,GSE59927,rat,GSM1454180|GSM1454232|GSM1454233,GPL5425,[Na+].CC(=O)Nc1sc(nn1)[S]([NH-])(=O)=O,1 d,Kidney,Corn Oil,1.2
drug:DM1274,103-90-2,GSM1453634|GSM1453831|GSM1454242|GSM1454245|GSM1454879|GSM1454881|GSM1455550|GSM1455658|GSM1456296|GSM1456306|GSM1456324,486 mg/kg,Acetaminophen,DB00316,GSE59927,rat,GSM1453528|GSM1453529|GSM1454142,GPL5425,CC(=O)Nc1ccc(O)cc1,3 d,Kidney,Corn Oil,1.2
drug:DM1275,103-90-2,GSM1453693|GSM1453891|GSM1454852|GSM1454880|GSM1454882|GSM1455439|GSM1455449|GSM1455459|GSM1455545|GSM1455659|GSM1455917|GSM1455933|GSM1456297|GSM1456307|GSM1456325,486 mg/kg,Acetaminophen,DB00316,GSE59927,rat,GSM1453530|GSM1453531|GSM1453919,GPL5425,CC(=O)Nc1ccc(O)cc1,5 d,Kidney,Corn Oil,1.2
drug:DM1272,103-90-2,GSM1453634|GSM1453831|GSM1454242|GSM1454245|GSM1454879|GSM1454881|GSM1455550|GSM1455658|GSM1456296|GSM1456306|GSM1456324,100 mg/kg,Acetaminophen,DB00316,GSE59927,rat,GSM1453526|GSM1453527|GSM1453916,GPL5425,CC(=O)Nc1ccc(O)cc1,3 d,Kidney,Corn Oil,1.2
drug:DM1273,103-90-2,GSM1453673|GSM1453813|GSM1454241|GSM1454328|GSM1454329|GSM1455539|GSM1455540|GSM1455541|GSM1455641,100 mg/kg,Acetaminophen,DB00316,GSE59927,rat,GSM1453837|GSM1453838|GSM1453839,GPL5425,CC(=O)Nc1ccc(O)cc1,0.25 d,Kidney,Corn Oil,1.2
drug:DM1270,89796-99-6,GSM1453653|GSM1453785|GSM1453890|GSM1454239|GSM1454327|GSM1454885|GSM1455549|GSM1455657|GSM1456295|GSM1456305|GSM1456323,9 mg/kg,Aceclofenac,,GSE59927,rat,GSM1454475|GSM1454548|GSM1454549,GPL5425,OC(=O)COC(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl,1 d,Kidney,Corn Oil,1.2
drug:DM1271,103-90-2,GSM1453653|GSM1453785|GSM1453890|GSM1454239|GSM1454327|GSM1454885|GSM1455549|GSM1455657|GSM1456295|GSM1456305|GSM1456323,100 mg/kg,Acetaminophen,DB00316,GSE59927,rat,GSM1453524|GSM1453525|GSM1453915,GPL5425,CC(=O)Nc1ccc(O)cc1,1 d,Kidney,Corn Oil,1.2
drug:DM834,55-91-4,GSM1450522|GSM1450541|GSM1451257|GSM1451266|GSM1451279|GSM1451517|GSM1451544|GSM1451742|GSM1451866|GSM1451905|GSM1451913|GSM1452193|GSM1452202,3.75 mg/kg,Diisopropyl Fluorophosphate,,GSE59927,rat,GSM1452143|GSM1452218|GSM1452228,GPL5425,CC(C)O[P](F)(=O)OC(C)C,1 d,Heart,Water,1.2
drug:DM1278,1424-27-7,GSM1453693|GSM1453891|GSM1454852|GSM1454880|GSM1454882|GSM1455439|GSM1455449|GSM1455459|GSM1455545|GSM1455659|GSM1455917|GSM1455933|GSM1456297|GSM1456307|GSM1456325,250 mg/kg,Acetazolamide,DB00819,GSE59927,rat,GSM1454182|GSM1454183|GSM1454195,GPL5425,[Na+].CC(=O)Nc1sc(nn1)[S]([NH-])(=O)=O,5 d,Kidney,Corn Oil,1.2
drug:DM835,55-91-4,GSM1450533|GSM1450542|GSM1451258|GSM1451280|GSM1451289|GSM1451531|GSM1451743|GSM1451906|GSM1451914|GSM1451950|GSM1452194|GSM1452203|GSM1452204,3.75 mg/kg,Diisopropyl Fluorophosphate,,GSE59927,rat,GSM1452144|GSM1452219|GSM1452229,GPL5425,CC(C)O[P](F)(=O)OC(C)C,3 d,Heart,Water,1.2
drug:DM1070,108-90-7,GSM1454372|GSM1454373|GSM1454636|GSM1454637|GSM1454651|GSM1454777|GSM1454800|GSM1455035|GSM1455041|GSM1455050|GSM1455215|GSM1455246|GSM1455310|GSM1455328|GSM1455373|GSM1455405|GSM1455471|GSM1455481|GSM1455519|GSM1456085|GSM1456104|GSM1456136,500 mg/kg,Chlorobenzene,,GSE59927,rat,GSM1456055|GSM1456075|GSM1456130,GPL5425,Clc1ccccc1,3 d,Kidney,CMC,1.2
drug:DM1071,108-90-7,GSM1454374|GSM1454652|GSM1454653|GSM1454654|GSM1454801|GSM1454840|GSM1455036|GSM1455051|GSM1455056|GSM1455058|GSM1455059|GSM1455060|GSM1455205|GSM1455226|GSM1455311|GSM1455319|GSM1455329|GSM1455374|GSM1455385|GSM1455482|GSM1455530|GSM1455558|GSM1456137,500 mg/kg,Chlorobenzene,,GSE59927,rat,GSM1456057|GSM1456076|GSM1456131,GPL5425,Clc1ccccc1,5 d,Kidney,CMC,1.2
drug:DM1072,2921-88-2,GSM1454345|GSM1454371|GSM1454633|GSM1454634|GSM1454635|GSM1454783|GSM1454799|GSM1455034|GSM1455040|GSM1455204|GSM1455225|GSM1455309|GSM1455318|GSM1455327|GSM1455384|GSM1455404|GSM1455470|GSM1455480|GSM1455529|GSM1455577|GSM1455756|GSM1456103|GSM1456135|GSM1456182,82 mg/kg,Chlorpyrifos,,GSE59927,rat,GSM1456268|GSM1456272|GSM1456288,GPL5425,CCO[P](=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,1 d,Kidney,CMC,1.2
drug:DM1073,2921-88-2,GSM1454372|GSM1454373|GSM1454636|GSM1454637|GSM1454651|GSM1454777|GSM1454800|GSM1455035|GSM1455041|GSM1455050|GSM1455215|GSM1455246|GSM1455310|GSM1455328|GSM1455373|GSM1455405|GSM1455471|GSM1455481|GSM1455519|GSM1456085|GSM1456104|GSM1456136,82 mg/kg,Chlorpyrifos,,GSE59927,rat,GSM1456269|GSM1456273|GSM1456289,GPL5425,CCO[P](=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,3 d,Kidney,CMC,1.2
drug:DM1074,2921-88-2,GSM1454374|GSM1454652|GSM1454653|GSM1454654|GSM1454801|GSM1454840|GSM1455036|GSM1455051|GSM1455056|GSM1455058|GSM1455059|GSM1455060|GSM1455205|GSM1455226|GSM1455311|GSM1455319|GSM1455329|GSM1455374|GSM1455385|GSM1455482|GSM1455530|GSM1455558|GSM1456137,82 mg/kg,Chlorpyrifos,,GSE59927,rat,GSM1456270|GSM1456274|GSM1456290,GPL5425,CCO[P](=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,5 d,Kidney,CMC,1.2
drug:DM836,55-91-4,GSM1450955|GSM1450977|GSM1450978|GSM1451281|GSM1451290|GSM1451519|GSM1451744|GSM1451915|GSM1451918|GSM1451951|GSM1452142|GSM1452217|GSM1452227,3.75 mg/kg,Diisopropyl Fluorophosphate,,GSE59927,rat,GSM1452145|GSM1452220|GSM1452230,GPL5425,CC(C)O[P](F)(=O)OC(C)C,5 d,Heart,Water,1.2
drug:DM1076,67-97-0,GSM1454372|GSM1454373|GSM1454636|GSM1454637|GSM1454651|GSM1454777|GSM1454800|GSM1455035|GSM1455041|GSM1455050|GSM1455215|GSM1455246|GSM1455310|GSM1455328|GSM1455373|GSM1455405|GSM1455471|GSM1455481|GSM1455519|GSM1456085|GSM1456104|GSM1456136,8 mg/kg,Cholecalciferol,DB00169,GSE59927,rat,GSM1455626|GSM1455634,GPL5425,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C3/C[C@@H](O)CCC3=C,3 d,Kidney,CMC,1.2
drug:DM1077,67-97-0,GSM1454374|GSM1454652|GSM1454653|GSM1454654|GSM1454801|GSM1454840|GSM1455036|GSM1455051|GSM1455056|GSM1455058|GSM1455059|GSM1455060|GSM1455205|GSM1455226|GSM1455311|GSM1455319|GSM1455329|GSM1455374|GSM1455385|GSM1455482|GSM1455530|GSM1455558|GSM1456137,8 mg/kg,Cholecalciferol,DB00169,GSE59927,rat,GSM1455627|GSM1455635|GSM1455640,GPL5425,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C3/C[C@@H](O)CCC3=C,5 d,Kidney,CMC,1.2
drug:DM1078,53-06-5,GSM1454345|GSM1454371|GSM1454633|GSM1454634|GSM1454635|GSM1454783|GSM1454799|GSM1455034|GSM1455040|GSM1455204|GSM1455225|GSM1455309|GSM1455318|GSM1455327|GSM1455384|GSM1455404|GSM1455470|GSM1455480|GSM1455529|GSM1455577|GSM1455756|GSM1456103|GSM1456135|GSM1456182,206 mg/kg,Cortisone,,GSE59927,rat,GSM1455472|GSM1455483|GSM1455590,GPL5425,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)CC(=O)[C@H]23,1 d,Kidney,CMC,1.2
drug:DM1079,53-06-5,GSM1454372|GSM1454373|GSM1454636|GSM1454637|GSM1454651|GSM1454777|GSM1454800|GSM1455035|GSM1455041|GSM1455050|GSM1455215|GSM1455246|GSM1455310|GSM1455328|GSM1455373|GSM1455405|GSM1455471|GSM1455481|GSM1455519|GSM1456085|GSM1456104|GSM1456136,206 mg/kg,Cortisone,,GSE59927,rat,GSM1455473|GSM1455559|GSM1455591,GPL5425,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)CC(=O)[C@H]23,3 d,Kidney,CMC,1.2
drug:DM837,8052-21-9,GSM1450533|GSM1450542|GSM1451258|GSM1451280|GSM1451289|GSM1451531|GSM1451743|GSM1451906|GSM1451914|GSM1451950|GSM1452194|GSM1452203|GSM1452204,10.9 mg/kg,Diphenhydramine,DB01075,GSE59927,rat,GSM1450622|GSM1450623|GSM1450624,GPL5425,[H+].[Cl-].CN(C)CCOC(c1ccccc1)c2ccccc2,3 d,Heart,Water,1.2
drug:DM2964,10026-11-6,GSM1456836|GSM1456888|GSM1457035|GSM1457133|GSM1457527|GSM1457593|GSM1457881|GSM1457941|GSM1457944|GSM1458727|GSM1458955|GSM1459878|GSM1459879|GSM1459880|GSM1459956|GSM1459957|GSM1459958|GSM1460302|GSM1460303|GSM1460337|GSM1460416|GSM1460536|GSM1460794|GSM1460839|GSM1460871|GSM1460957|GSM1460961|GSM1460985|GSM1460987|GSM1461045|GSM1461069|GSM1461074|GSM1461083|GSM1461094|GSM1461103|GSM1461113|GSM1461114|GSM1461403|GSM1461423|GSM1461445|GSM1461474|GSM1461476|GSM1461676,633 mg/kg,Zirconium(IV) Chloride,,GSE59927,rat,GSM1459961|GSM1459962|GSM1459963,GPL5425,[Cl-].[Cl-].[Cl-].[Cl-].[Zr+4],3 d,Liver,Corn Oil,1.2
drug:DM3502,76584-70-8,GSM1457247|GSM1457567|GSM1457767|GSM1458130|GSM1458884|GSM1458999|GSM1460128|GSM1460148|GSM1460184|GSM1460621|GSM1460703|GSM1460799|GSM1460893|GSM1461528|GSM1461540,850 mg/kg,Valproic Acid,DB00313,GSE59927,rat,GSM1457193|GSM1458539,GPL5425,[Na+].CCCC(CCC)C(O)=O.CCCC(CCC)C([O-])=O,1 d,Liver,Water,1.2
drug:DM3503,76584-70-8,GSM1456796|GSM1457568|GSM1457768|GSM1457961|GSM1457964|GSM1458885|GSM1459040|GSM1459753|GSM1460129|GSM1460149|GSM1460674|GSM1460800|GSM1460894|GSM1461549,850 mg/kg,Valproic Acid,DB00313,GSE59927,rat,GSM1458395|GSM1458540|GSM1458541,GPL5425,[Na+].CCCC(CCC)C(O)=O.CCCC(CCC)C([O-])=O,3 d,Liver,Water,1.2
drug:DM3500,76584-70-8,GSM1457247|GSM1457567|GSM1457767|GSM1458130|GSM1458884|GSM1458999|GSM1460128|GSM1460148|GSM1460184|GSM1460621|GSM1460703|GSM1460799|GSM1460893|GSM1461528|GSM1461540,235 mg/kg,Valproic Acid,DB00313,GSE59927,rat,GSM1456799|GSM1456887|GSM1458258,GPL5425,[Na+].CCCC(CCC)C(O)=O.CCCC(CCC)C([O-])=O,1 d,Liver,Water,1.2
drug:DM3501,76584-70-8,GSM1457246|GSM1457541|GSM1457754|GSM1458129|GSM1458390|GSM1458965|GSM1459039|GSM1459667,850 mg/kg,Valproic Acid,DB00313,GSE59927,rat,GSM1457192|GSM1458538|GSM1458815,GPL5425,[Na+].CCCC(CCC)C(O)=O.CCCC(CCC)C([O-])=O,0.25 d,Liver,Water,1.2
drug:DM1478,119-04-0,GSM1453634|GSM1453831|GSM1454242|GSM1454245|GSM1454879|GSM1454881|GSM1455550|GSM1455658|GSM1456296|GSM1456306|GSM1456324,877 mg/kg,Neomycin,DB00994,GSE59927,rat,GSM1453547|GSM1453776,GPL5425,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O[C@@H]3O[C@H](CO)[C@@H](O[C@H]4O[C@@H](CN)[C@@H](O)[C@H](O)[C@H]4N)[C@H]3O)[C@H](N)[C@@H](O)[C@@H]1O,3 d,Kidney,Corn Oil,1.2
drug:DM1479,119-04-0,GSM1453693|GSM1453891|GSM1454852|GSM1454880|GSM1454882|GSM1455439|GSM1455449|GSM1455459|GSM1455545|GSM1455659|GSM1455917|GSM1455933|GSM1456297|GSM1456307|GSM1456325,877 mg/kg,Neomycin,DB00994,GSE59927,rat,GSM1453691|GSM1453692|GSM1453777,GPL5425,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O[C@@H]3O[C@H](CO)[C@@H](O[C@H]4O[C@@H](CN)[C@@H](O)[C@H](O)[C@H]4N)[C@H]3O)[C@H](N)[C@@H](O)[C@@H]1O,5 d,Kidney,Corn Oil,1.2
drug:DM3504,76584-70-8,GSM1456878|GSM1457566|GSM1457802|GSM1458574|GSM1458851|GSM1460130|GSM1460150|GSM1460185|GSM1460266|GSM1460307|GSM1460334|GSM1460483|GSM1460675|GSM1460811|GSM1461541,850 mg/kg,Valproic Acid,DB00313,GSE59927,rat,GSM1458410|GSM1458542|GSM1458543,GPL5425,[Na+].CCCC(CCC)C(O)=O.CCCC(CCC)C([O-])=O,5 d,Liver,Water,1.2
drug:DM3505,99300-78-4,GSM1456878|GSM1457566|GSM1457802|GSM1458574|GSM1458851|GSM1460130|GSM1460150|GSM1460185|GSM1460266|GSM1460307|GSM1460334|GSM1460483|GSM1460675|GSM1460811|GSM1461541,320 mg/kg,Venlafaxine,DB00285,GSE59927,rat,GSM1459381|GSM1459382|GSM1459383,GPL5425,[H+].[Cl-].COc1ccc(cc1)C(CN(C)C)C2(O)CCCCC2,5 d,Liver,Water,1.2
