id,cell_type,ctrl_ids,drug_name,geo_id,organism,pert_ids,platform,version
drug:P65,Epithelial Cells|Cultured Cell Line|Cells,GSM1014991|GSM1014992|GSM1014993|GSM1014994,13-cis-retinal|D-glucopyranose,GSE41332,human,GSM1014963|GSM1014964|GSM1014965|GSM1014966,GPL6244,2.0
drug:P62,Epithelial Cells|Cultured Cell Line|Cells,GSM1014975|GSM1014976|GSM1014977|GSM1014978,13-cis-retinal|D-glucopyranose,GSE41332,human,GSM1014979|GSM1014980|GSM1014981|GSM1014982,GPL6244,2.0
drug:P63,Epithelial Cells|Cultured Cell Line|Cells,GSM1014975|GSM1014976|GSM1014977|GSM1014978,13-cis-retinal|D-glucopyranose,GSE41332,human,GSM1014995|GSM1014996|GSM1014997|GSM1014998,GPL6244,2.0
drug:P60,Epithelial Cells|Cultured Cell Line|Cells,GSM1014975|GSM1014976|GSM1014977|GSM1014978,13-cis-retinal|D-glucopyranose,GSE41332,human,GSM1014963|GSM1014964|GSM1014965|GSM1014966,GPL6244,2.0
drug:P4226,Spinal Cord,GSM398718|GSM398719,water|6alpha-methylprednisolone,GSE15878,rat,GSM398798|GSM398799,GPL6247,2.0
drug:P4227,Spinal Cord,GSM398718|GSM398719,water|6alpha-methylprednisolone,GSE15878,rat,GSM398800|GSM398801,GPL6247,2.0
drug:P4224,Spinal Cord,GSM398718|GSM398719,water|6alpha-methylprednisolone,GSE15878,rat,GSM398794|GSM398795,GPL6247,2.0
drug:P4225,Spinal Cord,GSM398718|GSM398719,water|6alpha-methylprednisolone,GSE15878,rat,GSM398796|GSM398797,GPL6247,2.0
drug:P4222,Spinal Cord,GSM398718|GSM398719,water|6alpha-methylprednisolone,GSE15878,rat,GSM398790|GSM398791,GPL6247,2.0
drug:P4223,Spinal Cord,GSM398718|GSM398719,water|6alpha-methylprednisolone,GSE15878,rat,GSM398792|GSM398793,GPL6247,2.0
drug:P4220,Spinal Cord,GSM398718|GSM398719,water|6alpha-methylprednisolone,GSE15878,rat,GSM398786|GSM398787,GPL6247,2.0
drug:P4221,Spinal Cord,GSM398718|GSM398719,water|6alpha-methylprednisolone,GSE15878,rat,GSM398788|GSM398789,GPL6247,2.0
drug:P4228,Spinal Cord,GSM398718|GSM398719,water|6alpha-methylprednisolone,GSE15878,rat,GSM398802|GSM398803,GPL6247,2.0
drug:P4229,Spinal Cord,GSM398718|GSM398719,water|6alpha-methylprednisolone,GSE15878,rat,GSM398804|GSM398805,GPL6247,2.0
drug:P3238,Cultured Cell Line,GSM1672016|GSM1672021|GSM1672029,,GSE68453,human,GSM1672032|GSM1672047|GSM1672054,GPL10558,2.0
drug:P3239,Cultured Cell Line,GSM1672016|GSM1672021|GSM1672029,,GSE68453,human,GSM1672066|GSM1672086|GSM1672094,GPL10558,2.0
drug:P2549,Cultured Cell Line|Cells|Entire breast|Cells [Chemical/Ingredient],GSM1503030|GSM1503062,"4,4'-diaminodiphenylmethane|dimethyl sulfoxide|inhibitor|(2Z,3Z)-bis\{amino[(2-aminophenyl)sulfanyl]methylidene\}butanedinitrile",GSE61364,human,GSM1503023|GSM1503055,GPL4685,2.0
drug:P2548,Cultured Cell Line|Cells|Entire breast|Cells [Chemical/Ingredient],GSM1503030|GSM1503062,"4,4'-diaminodiphenylmethane|dimethyl sulfoxide|inhibitor|(2Z,3Z)-bis\{amino[(2-aminophenyl)sulfanyl]methylidene\}butanedinitrile",GSE61364,human,GSM1503021|GSM1503053,GPL4685,2.0
drug:P2019,"Tumor cells, malignant|Cultured Cell Line|Cells",GSM1340079|GSM1340080,inhibitor,GSE55603,human,GSM1340077|GSM1340078,GPL10558,2.0
drug:P2018,"Tumor cells, malignant|Cultured Cell Line|Cells",GSM1340079|GSM1340080,inhibitor,GSE55603,human,GSM1340073|GSM1340074,GPL10558,2.0
drug:P2017,"Tumor cells, malignant|Cultured Cell Line|Cells",GSM1340075|GSM1340076,inhibitor,GSE55603,human,GSM1340081|GSM1340082,GPL10558,2.0
drug:P2016,"Tumor cells, malignant|Cultured Cell Line|Cells",GSM1340075|GSM1340076,inhibitor,GSE55603,human,GSM1340077|GSM1340078,GPL10558,2.0
drug:P2015,"Tumor cells, malignant|Cultured Cell Line|Cells",GSM1340075|GSM1340076,inhibitor,GSE55603,human,GSM1340073|GSM1340074,GPL10558,2.0
drug:P2014,"Tumor cells, malignant|Cultured Cell Line|Cells",GSM1340071|GSM1340072,inhibitor,GSE55603,human,GSM1340081|GSM1340082,GPL10558,2.0
drug:P2013,"Tumor cells, malignant|Cultured Cell Line|Cells",GSM1340071|GSM1340072,inhibitor,GSE55603,human,GSM1340077|GSM1340078,GPL10558,2.0
drug:P2012,"Tumor cells, malignant|Cultured Cell Line|Cells",GSM1340071|GSM1340072,inhibitor,GSE55603,human,GSM1340073|GSM1340074,GPL10558,2.0
drug:P2011,Body tissue|Venous blood substance|whole blood specimen|Fresh Specimen,GSM1338883|GSM1338884,messenger RNA|inhibitor|antagonist,GSE55537,human,GSM1338880|GSM1338881,GPL6244,2.0
drug:P1347,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230782|GSM1230783|GSM1230784,paclitaxel|eribulin,GSE50831,human,GSM1230743|GSM1230744|GSM1230745,GPL570,2.0
drug:P5478,Cultured Cell Line|Cells|Neurites|Entire breast|Cells [Chemical/Ingredient],GSM847511|GSM847512|GSM847513,dimethyl sulfoxide|piperazine|antipsychotic agent|Neuraxis,GSE34331,human,GSM847514|GSM847515|GSM847516,GPL570,2.0
drug:P5479,"Cultured Cell Line|Ovary|Body tissue|Tumor cells, malignant",GSM848593|GSM848594|GSM848595,(R)-noradrenaline,GSE34405,human,GSM848599|GSM848600|GSM848601,GPL96,2.0
drug:P2760,Bone Marrow|Body tissue|Entire bone (organ),GSM1560132|GSM1560133|GSM1560134|GSM1560135|GSM1560139|GSM1560140|GSM1560141|GSM1560142|GSM1560190|GSM1560191|GSM1560192|GSM1560193|GSM1560198|GSM1560199|GSM1560200|GSM1560201,oxaliplatin|topotecan|water|sodium chloride|D-glucopyranose,GSE63902,rat,GSM1560158|GSM1560159|GSM1560160|GSM1560161|GSM1560170|GSM1560171|GSM1560172|GSM1560173,GPL1355,2.0
drug:P1640,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230872|GSM1230873|GSM1230874,eribulin|paclitaxel,GSE50831,human,GSM1230884|GSM1230885|GSM1230886,GPL570,2.0
drug:P2317,Body tissue|Entire skin|Mouse Skin,GSM1422243|GSM1422244|GSM1422245|GSM1422246|GSM1422247|GSM1422248,,GSE58915,mouse,GSM1422249|GSM1422250|GSM1422251|GSM1422252|GSM1422253|GSM1422254|GSM1422255|GSM1422256|GSM1422257|GSM1422258|GSM1422259|GSM1422260|GSM1422261|GSM1422262|GSM1422263,GPL1261,2.0
drug:P2767,Bone Marrow|Body tissue|Entire bone (organ),GSM1560178|GSM1560179|GSM1560180|GSM1560181|GSM1560186|GSM1560187|GSM1560188|GSM1560189,oxaliplatin|topotecan|water|sodium chloride|D-glucopyranose,GSE63902,rat,GSM1560154|GSM1560155|GSM1560156|GSM1560157|GSM1560162|GSM1560163|GSM1560164|GSM1560165|GSM1560166|GSM1560167|GSM1560168|GSM1560169|GSM1560174|GSM1560175|GSM1560176|GSM1560177,GPL1355,2.0
drug:P2766,Bone Marrow|Body tissue|Entire bone (organ),GSM1560147|GSM1560148|GSM1560149|GSM1560150,oxaliplatin|topotecan|water|sodium chloride|D-glucopyranose,GSE63902,rat,GSM1560158|GSM1560159|GSM1560160|GSM1560161|GSM1560170|GSM1560171|GSM1560172|GSM1560173,GPL1355,2.0
drug:P1559,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230854|GSM1230855|GSM1230856,paclitaxel|eribulin,GSE50831,human,GSM1230860|GSM1230861|GSM1230862,GPL570,2.0
drug:P1168,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230737|GSM1230738|GSM1230739,eribulin|paclitaxel,GSE50831,human,GSM1230794|GSM1230795|GSM1230796,GPL570,2.0
drug:P1169,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230737|GSM1230738|GSM1230739,paclitaxel|eribulin,GSE50831,human,GSM1230797|GSM1230798|GSM1230799,GPL570,2.0
drug:P1166,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230737|GSM1230738|GSM1230739,eribulin|paclitaxel,GSE50831,human,GSM1230785|GSM1230786|GSM1230787,GPL570,2.0
drug:P1167,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230737|GSM1230738|GSM1230739,paclitaxel|eribulin,GSE50831,human,GSM1230788|GSM1230789|GSM1230790,GPL570,2.0
drug:P1164,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230737|GSM1230738|GSM1230739,eribulin|paclitaxel,GSE50831,human,GSM1230776|GSM1230777|GSM1230778,GPL570,2.0
drug:P1162,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230737|GSM1230738|GSM1230739,eribulin|paclitaxel,GSE50831,human,GSM1230767|GSM1230768|GSM1230769,GPL570,2.0
drug:P161,Cultured Cell Line|Entire cell|HL60|Malignant Epithelial Cell|Cells [Chemical/Ingredient],GSM1022248|GSM1022249,inhibitor,GSE41676,human,GSM1022246|GSM1022247,GPL10558,2.0
drug:P1160,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230737|GSM1230738|GSM1230739,eribulin|paclitaxel,GSE50831,human,GSM1230758|GSM1230759|GSM1230760,GPL570,2.0
drug:P1161,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230737|GSM1230738|GSM1230739,paclitaxel|eribulin,GSE50831,human,GSM1230761|GSM1230762|GSM1230763,GPL570,2.0
drug:P4419,Liver|Body tissue|Entire liver|Rat Liver,GSM434432|GSM434433|GSM434434|GSM434458|GSM434459|GSM434460|GSM434461,pharmaceutical,GSE17388,rat,GSM434467|GSM434468|GSM434469|GSM434470,GPL85,2.0
drug:P1817,Cultured Cell Line|Endoplasmic Reticulum|Hepatocyte|Entire cell|Entire liver|Malignant Epithelial Cell|Hep G2 Cells,GSM1311090|GSM1311116|GSM1311142|GSM1311168,protein polypeptide chain|antioxidant|dimethyl sulfoxide|carbamazepine|diclofenac|cis-ketoconazole|L-proline residue|DNA damage-inducible transcript 3 protein,GSE54254,human,GSM1311104|GSM1311130|GSM1311156|GSM1311182,GPL13158,2.0
drug:P4002,Cultured Cell Line|Fetus|Monocytes|Stromal Cells|Serum|Cells [Chemical/Ingredient],GSM360050|GSM366623,ethanol|17beta-estradiol|progesterone|streptomycin|penicillin|puromycin|medroxyprogesterone acetate,GSE14808,human,GSM360056|GSM360057|GSM360058,GPL2895,2.0
drug:P4001,Cultured Cell Line|Fetus|Monocytes|Stromal Cells|Serum|Cells [Chemical/Ingredient],GSM360050|GSM366623,ethanol|17beta-estradiol|streptomycin|penicillin|puromycin,GSE14808,human,GSM360054|GSM360055,GPL2895,2.0
drug:P243,Left umbilical vein|Endothelial Cells|atomic nucleus|Blood|Cardiovascular system|Cells|Endothelium|Serum|COS-7 Cells|Entire cell,GSM1050316|GSM1050317,amlodipine|dimethyl sulfoxide|telmisartan|carbonyl sulfide|antihypertensive agent|calcium channel blocker|7-ketocholesterol|losartan|valsartan,GSE42808,human,GSM1050320|GSM1050321,GPL6244,2.0
drug:P242,Left umbilical vein|Endothelial Cells|atomic nucleus|Blood|Cardiovascular system|Cells|Endothelium|Serum|COS-7 Cells|Entire cell,GSM1050316|GSM1050317,dimethyl sulfoxide|telmisartan|carbonyl sulfide|amlodipine|antihypertensive agent|calcium channel blocker|7-ketocholesterol|losartan|valsartan,GSE42808,human,GSM1050318|GSM1050319,GPL6244,2.0
drug:P241,Body tissue|Entire liver|Rat Liver,GSM1048036|GSM1048037|GSM1048038|GSM1048039|GSM1048040,lignan|fatty acid,GSE42693,rat,GSM1048051|GSM1048052|GSM1048053|GSM1048054|GSM1048055,GPL1355,2.0
drug:P240,Body tissue|Entire liver|Rat Liver,GSM1048036|GSM1048037|GSM1048038|GSM1048039|GSM1048040,lignan|fatty acid,GSE42693,rat,GSM1048046|GSM1048047|GSM1048048|GSM1048049|GSM1048050,GPL1355,2.0
drug:P1786,Cells [Chemical/Ingredient]|Cultured Cell Line|Embryo,GSM1296650|GSM1296651,dimethyl sulfoxide,GSE53603,human,GSM1296652|GSM1296653,GPL570,2.0
drug:P1784,Cells [Chemical/Ingredient]|Cultured Cell Line|Embryo,GSM1296646|GSM1296647,dimethyl sulfoxide,GSE53603,human,GSM1296652|GSM1296653,GPL570,2.0
drug:P1785,Cells [Chemical/Ingredient]|Cultured Cell Line|Embryo,GSM1296650|GSM1296651,dimethyl sulfoxide,GSE53603,human,GSM1296648|GSM1296649,GPL570,2.0
drug:P5098,Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM672313|GSM672314|GSM672315,potassium bromide|biomarker,GSE27210,human,GSM672270|GSM672286|GSM672302,GPL570,2.0
drug:P5099,Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM672313|GSM672314|GSM672315,biomarker,GSE27210,human,GSM672271|GSM672287|GSM672303,GPL570,2.0
drug:P2982,epolamine|Entire cell|Cells [Chemical/Ingredient]|Body tissue|Protoplasm|Hepatocyte|hepatoma cell|Entire liver|Hep G2 Cells,GSM159303|GSM159305|GSM159306,arsenic atom|trichloroethene|tetrachloroethene|vitamin C|cadmium atom|reactive oxygen species|nickel atom|oxide(2-)|metal atom|N-nitrosodimethylamine|carcinogenic agent|phosphotungstic acid polymer,GSE8865,human,GSM224658|GSM224661|GSM224663,GPL201,2.0
drug:P5092,Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM672313|GSM672314|GSM672315,potassium bromide|biomarker,GSE27210,human,GSM672259|GSM672275|GSM672291,GPL570,2.0
drug:P5093,Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM672313|GSM672314|GSM672315,biomarker,GSE27210,human,GSM672260|GSM672276|GSM672292,GPL570,2.0
drug:P5090,Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM672313|GSM672314|GSM672315,biomarker,GSE27210,human,GSM672250|GSM672251|GSM672252,GPL570,2.0
drug:P5096,Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM672313|GSM672314|GSM672315,biomarker,GSE27210,human,GSM672268|GSM672284|GSM672300,GPL570,2.0
drug:P5097,Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM672313|GSM672314|GSM672315,biomarker,GSE27210,human,GSM672269|GSM672285|GSM672301,GPL570,2.0
drug:P5094,Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM672313|GSM672314|GSM672315,biomarker,GSE27210,human,GSM672266|GSM672282|GSM672298,GPL570,2.0
drug:P5095,Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM672313|GSM672314|GSM672315,potassium bromide|biomarker,GSE27210,human,GSM672267|GSM672283|GSM672299,GPL570,2.0
drug:P3543,atomic nucleus|Brain|Body tissue|Stria terminalis|chamber|Amygdaloid structure|Basal Ganglia|Hippocampus (Brain)|Prefrontal Cortex|mesolimbic system|Brain region|chromatin location,GSM1863897|GSM1863898|GSM1863899|GSM1863900|GSM1863901|GSM1863902,ethanol|5-amino-1-(5-phospho-D-ribosyl)imidazole|dopaminium(1+),GSE72516,mouse,GSM1863933|GSM1863934|GSM1863935|GSM1863936|GSM1863937|GSM1863938,GPL1261,2.0
drug:P2985,epolamine|Entire cell|Cells [Chemical/Ingredient]|Body tissue|Protoplasm|Hepatocyte|hepatoma cell|Entire liver|Hep G2 Cells,GSM159303|GSM159305|GSM159306,vitamin C|arsenic atom|trichloroethene|tetrachloroethene|cadmium atom|reactive oxygen species|L-dehydroascorbic acid|nickel atom|oxide(2-)|metal atom|N-nitrosodimethylamine|carcinogenic agent|phosphotungstic acid polymer,GSE8865,human,GSM224686|GSM224687|GSM224688,GPL201,2.0
drug:P4656,3-methylcholanthrene|Cultured Cell Line|Embryo|Fibroblasts|Cells [Chemical/Ingredient],GSM552288|GSM552289|GSM552290,carcinogenic agent,GSE22180,mouse,GSM552297|GSM552298|GSM552299,GPL1261,2.0
drug:P4653,Cultured Cell Line|Embryo|Fibroblasts|Cells [Chemical/Ingredient],GSM552288|GSM552289|GSM552290,carcinogenic agent,GSE22180,mouse,GSM552276|GSM552277|GSM552278,GPL1261,2.0
drug:P4652,Cultured Cell Line|Embryo|Fibroblasts|Cells [Chemical/Ingredient],GSM552288|GSM552289|GSM552290,carcinogenic agent,GSE22180,mouse,GSM552273|GSM552274|GSM552275,GPL1261,2.0
drug:P2984,epolamine|Entire cell|Cells [Chemical/Ingredient]|Body tissue|Protoplasm|Hepatocyte|hepatoma cell|Entire liver|Hep G2 Cells,GSM159303|GSM159305|GSM159306,nickel atom|trichloroethene|tetrachloroethene|chloride|vitamin C|cadmium atom|reactive oxygen species|arsenic atom|metal atom|N-nitrosodimethylamine|carcinogenic agent|phosphotungstic acid polymer,GSE8865,human,GSM224683|GSM224684|GSM224685,GPL201,2.0
drug:P5125,Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM672331|GSM672332|GSM672333,potassium bromide|biomarker,GSE27210,human,GSM672267|GSM672283|GSM672299,GPL570,2.0
drug:P5328,Cultured Cell Line|Cells [Chemical/Ingredient],GSM823044|GSM823045|GSM823046,,GSE33264,human,GSM823038|GSM823039|GSM823040,GPL4133,2.0
drug:P4651,3-methylcholanthrene|Cultured Cell Line|Embryo|Fibroblasts|Cells [Chemical/Ingredient],GSM552288|GSM552289|GSM552290,carcinogenic agent,GSE22180,mouse,GSM552270|GSM552271|GSM552272|GSM552300|GSM552301|GSM552302,GPL1261,2.0
drug:P5324,Cultured Cell Line|Cells [Chemical/Ingredient],GSM823032|GSM823033|GSM823034,,GSE33264,human,GSM823071|GSM823072|GSM823073|GSM823080,GPL4133,2.0
drug:P5325,Cultured Cell Line|Cells [Chemical/Ingredient],GSM823032|GSM823033|GSM823034,,GSE33264,human,GSM823074|GSM823075|GSM823076,GPL4133,2.0
drug:P5326,Cultured Cell Line|Cells [Chemical/Ingredient],GSM823032|GSM823033|GSM823034,,GSE33264,human,GSM823077|GSM823078|GSM823079,GPL4133,2.0
drug:P4650,3-methylcholanthrene|Cultured Cell Line|Embryo|Fibroblasts|Cells [Chemical/Ingredient],GSM552288|GSM552289|GSM552290,carcinogenic agent,GSE22180,mouse,GSM552267|GSM552268|GSM552269,GPL1261,2.0
drug:P5320,Cultured Cell Line|Cells [Chemical/Ingredient],GSM823032|GSM823033|GSM823034,,GSE33264,human,GSM823053|GSM823054|GSM823055,GPL4133,2.0
drug:P5321,Cultured Cell Line|Cells [Chemical/Ingredient],GSM823032|GSM823033|GSM823034,,GSE33264,human,GSM823059|GSM823060|GSM823061,GPL4133,2.0
drug:P5322,Cultured Cell Line|Cells [Chemical/Ingredient],GSM823032|GSM823033|GSM823034,,GSE33264,human,GSM823062|GSM823063|GSM823064,GPL4133,2.0
drug:P5323,Cultured Cell Line|Cells [Chemical/Ingredient],GSM823032|GSM823033|GSM823034,,GSE33264,human,GSM823065|GSM823066|GSM823067,GPL4133,2.0
drug:P139,Urinary Bladder|Cultured Cell Line|Entire cell|Malignant Epithelial Cell,GSM1022232|GSM1022233,inhibitor,GSE41676,human,GSM1022236|GSM1022237,GPL10558,2.0
drug:P138,Urinary Bladder|Cultured Cell Line|Entire cell|Malignant Epithelial Cell,GSM1022232|GSM1022233,inhibitor,GSE41676,human,GSM1022234|GSM1022235,GPL10558,2.0
drug:P1714,Cultured Cell Line|Colon structure (body structure)|Human body structure|Malignant Epithelial Cell,GSM1253146|GSM1253151,,GSE51811,human,GSM1253148|GSM1253153,GPL10558,2.0
drug:P3588,macrophage|Blood Cells|Monocytes|Body tissue|peripheral blood|whole blood specimen,GSM1968551|GSM1968553,,GSE75829,human,GSM1968552|GSM1968554,GPL6480,2.0
drug:P5721,Lung|Lung|Body tissue,GSM986352|GSM986353|GSM986354|GSM986355|GSM986356|GSM986357|GSM986358,bleomycin A2,GSE40151,mouse,GSM986391|GSM986392|GSM986393|GSM986394|GSM986395|GSM986396|GSM986397|GSM986398,GPL1261,2.0
drug:P3559,Liver parenchyma|Entire liver|Body tissue|Hepatic|Hepatocyte,GSM1895992|GSM1895993|GSM1895994,tetrachloromethane,GSE73494,rat,GSM1896004|GSM1896005|GSM1896006,GPL1355,2.0
drug:P3558,Liver parenchyma|Entire liver|Body tissue|Hepatic|Hepatocyte,GSM1895992|GSM1895993|GSM1895994,tetrachloromethane,GSE73494,rat,GSM1895998|GSM1895999|GSM1896000,GPL1355,2.0
drug:P2978,epolamine|Entire cell|Cells [Chemical/Ingredient]|Body tissue|Protoplasm|Hepatocyte|hepatoma cell|Entire liver|Hep G2 Cells,GSM159303|GSM159305|GSM159306,N-nitrosodimethylamine|trichloroethene|tetrachloroethene|vitamin C|cadmium atom|reactive oxygen species|arsenic atom|nickel atom|metal atom|carcinogenic agent|phosphotungstic acid polymer,GSE8865,human,GSM159339|GSM159340|GSM159341,GPL201,2.0
drug:P2979,epolamine|Entire cell|Cells [Chemical/Ingredient]|Body tissue|Protoplasm|Hepatocyte|hepatoma cell|Entire liver|Hep G2 Cells,GSM159303|GSM159305|GSM159306,phosphotungstic acid polymer|trichloroethene|tetrachloroethene|vitamin C|cadmium atom|reactive oxygen species|arsenic atom|nickel atom|metal atom|N-nitrosodimethylamine|carcinogenic agent,GSE8865,human,GSM224649|GSM224650|GSM224651,GPL201,2.0
drug:P2970,Brain|Body tissue|Hepatic|Entire liver,GSM1582655|GSM1582680|GSM1582681|GSM1582683|GSM1582684,,GSE64886,rat,GSM1582652|GSM1582653|GSM1582675|GSM1582676|GSM1582678,GPL6247,2.0
drug:P2971,Brain|Body tissue|Hepatic|Entire liver,GSM1582655|GSM1582680|GSM1582681|GSM1582683|GSM1582684,,GSE64886,rat,GSM1582654|GSM1582670|GSM1582674|GSM1582677|GSM1582700,GPL6247,2.0
drug:P2972,Brain|Body tissue|Hepatic|Entire liver,GSM1582655|GSM1582680|GSM1582681|GSM1582683|GSM1582684,,GSE64886,rat,GSM1582657|GSM1582661|GSM1582664|GSM1582668|GSM1582693,GPL6247,2.0
drug:P2973,Brain|Body tissue|Hepatic|Entire liver,GSM1582655|GSM1582680|GSM1582681|GSM1582683|GSM1582684,,GSE64886,rat,GSM1582658|GSM1582660|GSM1582666|GSM1582689|GSM1582691,GPL6247,2.0
drug:P2976,Body tissue|Liver parenchyma|Entire liver|Rat Liver,GSM1589393|GSM1589394|GSM1589395|GSM1589396|GSM1589397|GSM1589402|GSM1589403|GSM1589404|GSM1589405|GSM1589406|GSM1589412|GSM1589413|GSM1589414|GSM1589415|GSM1589416,cadmium atom|chromium atom,GSE65198,rat,GSM1589427|GSM1589428|GSM1589429|GSM1589430|GSM1589431|GSM1589437|GSM1589438|GSM1589439|GSM1589440|GSM1589441|GSM1589447|GSM1589448|GSM1589449|GSM1589450|GSM1589451,GPL1355,2.0
drug:P2977,Body tissue|Liver parenchyma|Entire liver|Rat Liver,GSM1589422|GSM1589423|GSM1589424|GSM1589425|GSM1589426|GSM1589432|GSM1589433|GSM1589434|GSM1589435|GSM1589436|GSM1589442|GSM1589443|GSM1589444|GSM1589445|GSM1589446,cadmium atom|chromium atom,GSE65198,rat,GSM1589427|GSM1589428|GSM1589429|GSM1589430|GSM1589431|GSM1589437|GSM1589438|GSM1589439|GSM1589440|GSM1589441|GSM1589447|GSM1589448|GSM1589449|GSM1589450|GSM1589451,GPL1355,2.0
drug:P1217,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230746|GSM1230747|GSM1230748,paclitaxel|eribulin,GSE50831,human,GSM1230860|GSM1230861|GSM1230862,GPL570,2.0
drug:P4788,"Lung|Cultured Cell Line|Cells|Tumor cells, malignant|Entire cell|Cells [Chemical/Ingredient]",GSM574294|GSM574295|GSM574296|GSM574297|GSM574298,,GSE23420,human,GSM574299|GSM574300|GSM574301|GSM574302|GSM574303,GPL6884,2.0
drug:P4785,Cultured Cell Line|B-Lymphocytes|Human Cell Line,GSM573756|GSM573757|GSM573758,,GSE23394,human,GSM573780|GSM573781|GSM573782,GPL570,2.0
drug:P4784,Cultured Cell Line|B-Lymphocytes|Human Cell Line,GSM573756|GSM573757|GSM573758,,GSE23394,human,GSM573777|GSM573778|GSM573779,GPL570,2.0
drug:P4787,Cultured Cell Line|B-Lymphocytes|Human Cell Line,GSM573756|GSM573757|GSM573758,,GSE23394,human,GSM573795|GSM573796|GSM573797,GPL570,2.0
drug:P4786,Cultured Cell Line|B-Lymphocytes|Human Cell Line,GSM573756|GSM573757|GSM573758,,GSE23394,human,GSM573789|GSM573790|GSM573791,GPL570,2.0
drug:P4781,Cultured Cell Line|B-Lymphocytes|Human Cell Line,GSM573756|GSM573757|GSM573758,,GSE23394,human,GSM573768|GSM573769|GSM573770,GPL570,2.0
drug:P4780,Cultured Cell Line|B-Lymphocytes|Human Cell Line,GSM573756|GSM573757|GSM573758,,GSE23394,human,GSM573765|GSM573766|GSM573767,GPL570,2.0
drug:P4783,Cultured Cell Line|B-Lymphocytes|Human Cell Line,GSM573756|GSM573757|GSM573758,,GSE23394,human,GSM573774|GSM573775|GSM573776,GPL570,2.0
drug:P4782,Cultured Cell Line|B-Lymphocytes|Human Cell Line,GSM573756|GSM573757|GSM573758,,GSE23394,human,GSM573771|GSM573772|GSM573773,GPL570,2.0
drug:P2981,epolamine|Entire cell|Cells [Chemical/Ingredient]|Body tissue|Protoplasm|Hepatocyte|hepatoma cell|Entire liver|Hep G2 Cells,GSM159303|GSM159305|GSM159306,"trichloroethene|tetrachloroethene|vitamin C|cadmium atom|reactive oxygen species|arsenic atom|nickel atom|metal atom|N-nitrosodimethylamine|carcinogenic agent|phosphotungstic acid polymer|2,3-dimethoxynaphthalene-1,4-dione",GSE8865,human,GSM224655|GSM224656|GSM224657,GPL201,2.0
drug:P2980,epolamine|Entire cell|Cells [Chemical/Ingredient]|Body tissue|Protoplasm|Hepatocyte|hepatoma cell|Entire liver|Hep G2 Cells,GSM159303|GSM159305|GSM159306,trichloroethene|tetrachloroethene|vitamin C|cadmium atom|reactive oxygen species|arsenic atom|nickel atom|metal atom|N-nitrosodimethylamine|carcinogenic agent|phosphotungstic acid polymer,GSE8865,human,GSM224652|GSM224653|GSM224654,GPL201,2.0
drug:P809,"Cultured Cell Line|Body tissue|Tumor cells, malignant|Entire cell|Cells [Chemical/Ingredient]",GSM1226526|GSM1226527|GSM1226528|GSM1226529,hormone|ethanol|17beta-estradiol|tamoxifen|estrogen,GSE50693,human,GSM1226538|GSM1226539|GSM1226540|GSM1226541,GPL571,2.0
drug:P808,"Cultured Cell Line|Body tissue|Tumor cells, malignant|Entire cell|Cells [Chemical/Ingredient]",GSM1226526|GSM1226527|GSM1226528|GSM1226529,hormone|ethanol|17beta-estradiol|tamoxifen|estrogen,GSE50693,human,GSM1226530|GSM1226531|GSM1226532|GSM1226533,GPL571,2.0
drug:P1203,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230746|GSM1230747|GSM1230748,paclitaxel|eribulin,GSE50831,human,GSM1230779|GSM1230780|GSM1230781,GPL570,2.0
drug:P5528,Entire breast|Body tissue|Tissue type,GSM877496|GSM877508,calcitriol,GSE35925,human,GSM877505|GSM877515|GSM877519|GSM877523,GPL570,2.0
