gene	GSM5632354	GSM5632355	GSM5632356	GSM5632357	GSM5632358	GSM5632359	GSM5632360	GSM5632361	GSM5632362	GSM5632363	GSM5632364	GSM5632365
Rnf26	845	471	732	375	348	398	321	372	682	508	618	905
Rnf31	584	275	499	264	295	219	217	248	448	340	458	487
Rnf32	140	55	132	57	76	48	65	68	103	72	100	127
Rnf34	558	311	535	255	300	242	225	260	416	340	472	515
Rnf38	840	293	756	337	404	374	287	371	614	529	664	698
Rnf39	86	39	70	49	76	54	44	89	81	63	68	99
Rnf4	2991	1508	2531	1232	1705	1186	1198	1564	2296	1893	2494	2660
Rnf40	1987	944	1875	842	941	786	953	996	1719	1409	1844	2133
Rnf41	1193	523	1030	450	505	466	482	590	876	819	993	1156
Rnf43	6	8	2	2	1	0	5	2	4	5	12	7
Rnf44	2000	992	1981	974	1036	852	1255	1382	2288	1949	2472	2963
Rnf5	663	408	618	323	371	219	281	359	493	438	571	656
Rnf6	1460	661	1301	699	767	652	604	820	1227	917	1235	1305
Rnf7	257	106	190	100	137	103	115	142	187	161	193	202
Rnf8	629	293	700	277	417	249	313	488	668	542	765	873
Rnft1	1348	623	1141	626	996	583	664	950	1311	882	1357	1418
Rnft2	193	108	230	100	77	70	128	109	249	184	234	270
Rngtt	582	220	455	215	260	185	238	283	413	374	476	500
Rnh1	1397	736	1225	588	728	590	522	666	1001	751	1166	1155
Rnls	66	44	61	26	43	24	36	32	42	55	62	73
Rnmt	1295	605	1172	548	797	521	476	682	919	757	1080	1142
Rnmtl1	125	59	124	70	71	39	47	67	115	76	83	106
Rnpc3	843	408	766	383	556	301	373	473	606	531	707	743
Rnpep	635	301	501	221	222	198	165	195	347	314	407	494
Rnpepl1	575	301	431	259	259	251	199	205	416	343	391	450
Rnps1	3973	2400	3457	1818	1983	1712	1552	1982	3223	2463	3247	3525
Rnr1	7389	4588	6588	3897	5358	3092	4890	5107	6912	5215	7115	7556
Rnr2	8907	5276	8063	5257	6879	4208	5561	7143	8362	6209	9253	8559
Robo1	3777	1161	3801	1775	1621	1739	1416	1606	2983	2615	3199	3903
Robo2	2482	956	2067	1101	1187	1072	1130	1399	2278	2049	2650	3013
Robo3	8	4	5	1	4	1	2	4	5	15	9	13
Robo4	3	1	0	0	0	0	0	0	0	0	2	1
Rock1	2683	1040	2238	1185	1670	1116	1229	1527	2122	1857	2272	2431
Rock2	5135	1937	4407	2327	3560	2019	1865	2502	3363	2823	3818	3906
Rogdi	594	374	591	238	281	261	214	304	434	318	464	483
Rom1	99	52	88	45	54	37	40	54	80	78	104	115
Romo1	10	5	11	2	4	3	1	6	7	3	11	18
Ropn1	0	0	0	0	0	0	0	1	0	0	0	0
Ropn1l	8	2	7	4	1	2	5	2	2	3	4	10
Ror1	919	451	898	466	549	466	298	356	557	461	568	579
Ror2	1247	598	1169	671	559	589	602	674	1348	936	1097	1348
Rora	742	265	508	261	440	230	314	495	539	471	766	739
Rorb	8	3	4	2	4	4	6	4	7	6	4	12
Rorc	1	0	0	3	2	2	0	1	2	5	1	1
Ros1	24	13	31	12	22	21	11	22	28	17	30	28
Rp1	1	0	0	0	1	0	1	1	1	0	0	3
Rp2	311	141	273	151	227	117	124	154	204	207	318	256
Rp9	298	162	241	140	135	108	113	144	206	155	211	207
Rpa1	1467	709	1194	706	869	638	688	668	1194	938	1170	1216
Rpa2	648	365	509	282	340	235	299	334	516	386	586	527
Rpa3	483	232	419	203	261	134	185	247	354	310	384	418
Rpain	229	121	243	104	161	99	128	133	193	153	232	223
Rpap1	756	298	699	390	374	350	324	323	650	536	561	797
Rpap2	336	182	263	160	200	169	142	155	250	209	282	296
Rpap3	1262	607	1243	555	737	452	505	606	819	744	1030	1163
Rpe	461	257	414	182	279	208	250	252	404	323	491	456
Rpe65	4	0	1	3	0	2	1	0	2	6	6	4
Rpf1	776	352	589	285	399	311	319	405	563	449	672	595
Rpf2	530	302	444	244	357	262	281	315	494	336	507	525
Rpgr	179	67	143	70	111	72	85	142	147	169	208	210
Rpgrip1	63	14	45	31	23	24	37	18	47	29	54	68
Rpgrip1l	677	202	516	276	368	238	305	337	494	515	646	643
Rph3a	0	0	0	0	2	2	0	3	0	0	0	0
Rph3al	53	36	52	41	48	31	36	67	122	46	78	75
Rpia	300	147	254	113	148	91	95	96	179	126	210	200
Rpl10	4652	2749	3640	2194	2996	2066	1905	2459	3439	2407	3386	3775
Rpl10a	668	396	568	309	356	318	258	385	491	332	488	547
Rpl10l	62	57	65	37	63	30	39	52	51	50	99	78
Rpl11	8790	5169	7234	4383	5764	3588	3843	5053	6646	4612	7312	7109
Rpl12	427	218	431	190	208	257	170	208	349	186	317	518
Rpl12-ps1	56	20	60	25	51	31	18	29	34	23	62	51
Rpl13	357	203	330	123	195	131	151	176	279	195	279	346
Rpl13-ps1	4	0	1	4	0	0	0	0	2	0	3	3
Rpl13a	1806	1067	1616	702	1000	677	792	980	1356	1078	1644	1509
Rpl14	8595	5502	7196	4106	5589	3300	3743	4493	6913	4412	6100	6845
Rpl15	8799	5296	6612	3862	5510	3209	3626	4925	6335	4698	6869	7197
Rpl17	2028	963	2439	919	752	903	833	781	1665	1008	1088	1843
Rpl18	5354	3405	4434	2340	3125	2276	2195	2678	3995	2945	4139	4604
Rpl18a	12381	7458	9513	6247	7754	4857	5272	6464	8914	6545	8438	9433
Rpl19	5843	3390	4815	2865	3708	2568	2519	3270	4353	3444	4990	5355
Rpl21	322	165	253	136	184	112	109	177	237	166	213	228
Rpl22	763	450	776	297	434	288	321	410	523	429	786	675
Rpl22l1	308	171	294	120	187	206	117	176	189	130	226	304
Rpl23	12354	8042	10627	6264	9336	4897	5045	7758	9874	6450	10195	9728
Rpl23a	2414	1409	1841	1067	1492	691	907	1252	1400	1185	1799	1736
Rpl24	2215	1203	1989	857	1236	860	818	1117	1410	1015	1752	1920
Rpl26	1982	1205	1770	845	1245	857	775	1077	1367	1010	1576	1728
Rpl26-ps3	1	0	0	0	0	0	0	1	0	0	0	0
Rpl27	2042	1220	1602	755	1155	801	762	1006	1429	1038	1593	1554
Rpl27a	3536	2206	2708	1719	2180	1357	1666	2049	2861	1936	2982	3138
Rpl28	3746	2339	2798	1682	2217	1361	1676	2035	2639	1991	2578	2977
Rpl29	5383	3384	4023	2455	3250	2172	2119	2664	3859	2804	3803	4323
Rpl3	16511	9101	14354	7569	10543	7553	6294	8528	12041	8626	12827	13872
Rpl30	734	494	425	333	561	198	308	473	435	450	654	515
Rpl30l1	7	10	8	2	7	1	5	2	5	4	7	10
Rpl31	663	338	641	259	292	286	222	320	397	318	668	637
Rpl31l4	1850	1005	1444	788	1018	829	657	930	1230	894	1414	1524
Rpl32	167	90	168	79	86	51	72	83	120	82	179	153
Rpl34	3075	1862	2554	1479	2003	1238	1368	1777	2322	1587	2521	2643
Rpl35	4290	2578	3602	2063	2808	1748	1762	2532	3205	2279	3824	3643
Rpl35a	5	4	3	8	7	2	0	5	5	5	4	3
Rpl36	245	151	199	127	128	100	108	145	213	150	186	195
Rpl36a	88	53	86	44	59	41	52	57	92	57	84	71
Rpl36a-ps2	1046	716	748	454	827	483	470	680	763	607	856	844
Rpl36al	48	21	42	40	15	19	25	33	25	40	34	34
Rpl37	78	47	61	26	51	43	66	51	69	62	54	94
Rpl37a-ps1	1683	948	1142	815	1023	648	743	864	1128	827	1305	1434
Rpl38	21	11	18	6	12	8	9	17	9	14	15	25
Rpl38-ps1	36	21	42	8	19	14	13	25	38	25	46	44
Rpl38-ps2	4	1	4	1	4	1	2	2	4	3	5	3
Rpl38-ps3	8	10	9	5	15	4	7	10	5	8	24	9
Rpl39	119	26	90	45	64	35	43	47	72	38	89	81
Rpl39l	80	41	51	32	44	35	29	49	67	58	76	54
Rpl3l	0	2	6	1	1	1	2	0	1	0	0	5
Rpl4	15259	9173	13382	6823	9424	6363	6140	8033	11080	8146	11814	12487
Rpl41	4196	2289	3120	1731	2203	1708	1748	2290	2800	2021	3446	3404
Rpl5	11018	6406	9943	4779	7398	4762	4071	5849	7582	5436	8800	8875
Rpl6	1374	886	1099	732	873	500	606	644	1037	853	908	1055
Rpl6-ps1	5972	3852	4615	2721	4136	2568	2328	3211	4385	3192	4345	4650
Rpl7	4429	2721	3645	1904	2973	2184	1817	2657	3490	2335	3816	4318
Rpl7a	11	7	11	4	7	3	3	1	8	2	14	6
Rpl7l1	3234	1675	2837	1309	1691	1285	1299	1772	2543	1945	2849	2884
Rpl8	16	6	16	2	6	3	2	2	4	4	9	11
Rpl9	90	34	102	42	43	30	75	52	91	54	84	127
Rplp0	19749	12307	15789	9161	12752	9084	9622	12469	17590	12624	17787	19957
Rplp1	4393	2861	3281	2259	2643	1739	2195	2691	3582	2455	3669	3862
Rplp2	48	35	51	16	27	28	18	23	48	28	47	45
Rpn1	14856	8340	13650	6330	8620	6364	6789	8798	12880	10065	14692	14416
Rpn2	10953	5985	9836	4974	5644	4875	4227	4935	8368	5947	7981	9440
Rpo1-3	543	376	611	293	358	278	273	401	536	424	613	612
Rpp14	651	357	553	331	438	294	339	457	602	433	658	742
Rpp21	348	207	273	167	169	113	156	175	261	185	280	323
Rpp25	67	40	64	20	27	19	25	46	41	30	69	29
Rpp25l	109	55	84	40	45	41	38	43	82	65	92	86
Rpp30	277	144	250	136	190	109	151	194	295	231	302	368
Rpp38	229	102	188	133	159	89	88	150	185	144	200	180
Rpp40	311	155	237	109	146	125	127	159	218	204	238	259
Rprd1a	1228	554	1061	556	770	469	535	709	980	856	1134	1175
Rprd1b	979	558	939	468	505	471	422	504	825	706	795	879
Rprm	36	15	29	8	14	9	7	6	6	4	17	10
Rprml	2	3	11	21	31	13	8	21	33	0	5	4
Rps10	636	446	506	314	453	256	306	411	514	396	484	573
Rps10l1	1229	752	1015	548	756	485	522	696	963	701	1058	1143
Rps11	8950	5213	7577	4001	5646	3632	3327	4427	6120	4337	6745	7087
Rps12	224	125	210	103	166	90	115	193	219	127	233	239
Rps13	62	29	46	26	27	17	40	48	41	38	47	55
Rps14	80	54	89	36	60	34	51	56	59	43	70	103
Rps15	4705	2625	3357	2050	2628	1886	1954	2404	2962	2411	3629	3817
Rps15a	305	165	273	140	199	178	137	149	244	135	282	381
Rps15al4	5	10	16	2	9	4	1	3	5	3	11	12
Rps16	6069	4002	4945	2628	3873	2672	2838	3593	5031	3768	5522	5544
Rps17	254	168	379	126	167	114	116	205	219	133	340	287
Rps18	485	269	468	179	302	160	212	249	355	263	485	471
Rps19	33	8	20	12	19	13	18	22	21	20	30	31
Rps19bp1	310	154	297	151	175	99	170	178	261	220	283	317
Rps19l1	6	4	12	4	8	3	5	2	5	4	15	1
Rps2	2560	1710	2094	1009	1542	1215	1173	1634	2653	1627	2669	2749
Rps20	166	102	134	51	98	80	88	128	149	136	144	196
Rps21	189	104	160	95	113	88	102	93	144	129	218	186
Rps23	2849	1428	2742	1227	1456	1003	1076	1416	1761	1333	2312	2221
Rps24	2383	1141	2547	937	1286	758	903	1236	1644	1015	2415	2147
Rps25	691	368	687	278	439	302	308	424	509	354	739	655
Rps26	306	156	243	138	177	110	137	127	243	157	199	222
Rps27	1193	753	1230	464	663	537	457	780	774	542	1384	1186
Rps27a	6232	3618	5266	2698	3939	2850	2338	3400	4592	3149	5275	5427
Rps27l	657	340	499	226	374	279	333	393	606	459	682	738
Rps27l3	31	22	35	15	19	15	14	16	16	8	35	21
Rps28	23	16	18	7	15	8	8	5	16	15	26	14
Rps29	430	232	359	179	201	158	156	177	232	201	347	318
Rps3	10861	6539	8440	4794	7177	4377	4543	6117	7605	5620	9016	8979
Rps3a	916	580	817	388	622	400	329	534	641	454	789	768
Rps4x	15337	9393	12873	7527	11144	6306	6130	8980	11397	8290	11858	13288
Rps4y2	210	138	92	81	88	25	70	85	85	117	153	92
Rps5	6252	3582	5390	2730	3820	2752	2467	3340	4444	3014	5058	5243
Rps6	423	217	308	183	229	166	161	200	213	187	228	220
Rps6ka1	472	255	424	234	237	213	189	233	366	262	391	447
Rps6ka2	358	171	267	167	183	153	116	171	274	225	316	314
Rps6ka3	1416	602	1241	617	841	548	536	764	913	847	1147	1077
Rps6ka4	982	472	825	290	313	267	294	263	541	527	758	863
Rps6ka5	746	330	619	416	646	435	362	622	775	446	706	685
Rps6ka6	264	111	256	123	160	101	101	110	197	173	173	247
Rps6kb1	2060	939	1892	913	1187	794	918	1163	1742	1285	1865	1811
Rps6kb2	593	304	658	329	338	241	376	377	621	429	618	743
Rps6kc1	1374	571	1226	557	657	502	535	678	1012	765	1146	1357
Rps6kl1	4	3	5	1	3	1	4	4	3	2	7	8
Rps7	2154	1183	1977	905	1314	822	847	1241	1599	1077	1866	1803
Rps8	1800	1255	1591	919	1327	852	729	953	1480	970	1350	1535
Rps9	57	33	55	14	29	24	25	37	55	19	46	52
Rpsa	12160	7539	9142	5551	7601	4993	5659	7017	9812	6792	9775	10475
Rptn	0	0	0	0	0	0	0	0	0	0	0	0
Rptor	1203	544	1128	585	579	548	563	618	1160	877	1123	1294
Rpusd1	348	204	310	163	182	118	148	164	255	210	308	309
Rpusd2	0	3	0	1	3	0	1	1	1	0	3	3
Rpusd3	346	184	352	172	208	150	182	190	347	273	357	387
Rpusd4	341	179	257	134	172	128	117	143	233	167	283	276
Rqcd1	1642	834	1523	673	842	637	697	837	1427	1026	1483	1573
Rrad	250	98	122	73	110	69	85	97	138	134	193	187
RragB	0	0	1	0	0	1	0	0	0	0	0	0
Rraga	1342	746	1206	613	765	611	615	711	1103	779	1135	1285
Rragc	1370	658	1193	548	662	523	447	569	886	883	1077	1170
Rragd	64	29	61	8	24	22	29	29	40	34	56	57
Rras	640	406	608	315	388	239	301	389	570	378	494	618
Rras2	504	243	422	155	165	140	117	125	225	300	338	381
Rrbp1	25081	12070	26551	10555	10481	10024	8984	11281	21998	16029	22519	24133
Rreb1	1550	491	1453	701	671	640	533	576	1103	927	1172	1225
Rrh	22	3	22	4	18	17	7	21	20	27	18	18
Rrm1	2478	1192	2158	1240	1545	900	1283	1504	2254	2085	2290	2549
Rrm2	133	63	123	61	64	49	76	60	129	90	110	147
Rrm2b	89	23	66	27	41	23	46	50	47	68	90	84
Rrn3	389	168	390	208	214	179	157	208	314	282	365	294
Rrnad1	238	127	244	116	125	89	103	111	207	176	222	266
Rrp1	1136	640	994	469	553	457	489	604	920	739	975	999
Rrp12	883	387	740	376	314	434	392	344	735	565	677	789
Rrp15	603	359	572	282	340	247	289	364	565	384	620	610
Rrp1b	1343	650	1300	670	743	636	644	767	1309	900	1440	1364
Rrp36	621	393	573	326	382	271	250	324	488	339	539	555
Rrp7a	160	124	138	67	95	59	91	89	145	95	155	151
Rrp8	458	182	316	195	253	171	168	227	264	241	371	380
Rrp9	577	316	468	246	257	267	262	356	544	407	539	515
Rrs1	634	346	610	305	344	357	306	385	565	386	627	540
Rs1	1	0	4	0	0	0	0	0	1	0	1	4
Rsad1	261	112	235	126	117	107	86	120	185	125	174	216
Rsad2	10	7	10	9	11	8	12	8	10	8	13	10
Rsb66	1	1	4	1	1	0	1	0	1	2	3	2
Rsbn1	1068	477	916	465	758	364	448	692	758	667	950	1049
Rsbn1l	680	307	587	326	447	309	320	390	513	477	599	638
Rsf1	2652	938	2134	1048	1581	988	1032	1465	1836	1734	2448	2371
Rsg1	29	2	21	7	9	11	10	11	10	16	11	16
Rsl1	211	76	191	103	162	105	105	131	169	143	249	229
Rsl1d1	41	18	37	15	31	28	20	24	41	35	47	52
Rsl1d1-2	2	5	11	4	3	3	3	2	5	8	3	4
Rsl24d1	1097	565	970	462	625	472	459	660	836	751	1002	1012
Rslcan18	731	369	691	304	443	263	312	398	526	544	768	763
Rsph1	21	6	27	12	20	8	23	19	23	19	25	31
Rsph10b	17	11	18	12	18	4	8	14	29	19	29	42
Rsph3	182	72	144	67	81	72	88	84	111	138	144	185
Rsph4a	0	0	0	0	0	0	0	0	0	0	0	0
Rsph6a	10	2	22	2	11	5	7	22	19	8	19	21
Rsph9	57	29	45	27	34	21	27	33	31	16	41	39
Rspo1	19	10	6	4	1	4	1	2	3	2	2	7
Rspo2	84	45	57	41	44	30	57	45	80	57	80	93
Rspo3	559	244	521	273	274	240	129	128	208	237	293	272
Rspo4	13	6	7	7	7	7	0	8	5	9	11	9
Rspry1	544	217	438	220	288	198	199	245	366	331	448	504
Rsrc1	402	176	389	158	218	134	176	177	319	238	375	376
Rsrc2	2986	1543	2794	1415	2034	1262	1381	1857	2628	1949	2973	2858
Rsrp1	3629	1993	3429	1806	2482	1303	1538	2009	2555	2207	3190	3324
Rsu1	911	524	798	388	499	326	416	481	690	515	798	774
Rtbdn	3	0	0	1	0	0	0	0	2	0	3	5
Rtcb	858	471	742	336	496	356	321	394	614	440	681	627
Rtcd1	813	445	691	367	354	353	357	358	591	492	662	736
Rtdr1	0	0	0	2	0	0	0	0	0	3	0	0
Rtel1	2741	1230	2562	1244	1529	1070	1379	1364	2280	1844	2602	2870
Rtf1	2546	1193	2240	1082	1212	1020	976	1164	1790	1579	2099	2245
Rtfdc1	1246	722	1170	570	631	519	552	693	1029	761	1086	1212
Rtkn	14	6	17	10	9	8	9	9	16	14	8	19
Rtkn2	181	42	145	82	96	65	53	65	114	114	135	142
Rtn1	59	33	66	32	16	20	20	5	15	14	22	15
Rtn2	154	91	128	61	59	47	107	81	167	135	164	205
Rtn3	2063	1212	1952	986	1164	1029	954	1137	1773	1470	2043	2204
Rtn4	3339	1621	2743	1259	1428	1114	1342	1542	2564	2334	2786	3065
Rtn4ip1	168	67	253	47	40	101	64	50	184	109	107	223
Rtn4r	260	191	231	143	134	109	63	74	115	93	147	109
Rtn4rl1	83	34	52	37	19	22	36	25	42	22	32	35
Rtn4rl2	4	2	12	1	2	2	3	3	5	2	4	1
Rtp1	0	0	0	0	0	0	0	0	0	0	0	0
Rtp2	0	0	0	0	0	0	0	0	0	0	0	0
Rtp3	9	3	1	1	2	1	2	1	1	2	9	2
Rtp4	28	6	3	3	5	2	6	2	6	9	12	3
Rttn	270	123	254	115	185	107	159	167	255	227	318	291
Rufy1	670	306	581	174	266	221	199	248	358	394	501	478
Rufy2	7	2	14	4	6	7	2	3	9	4	16	13
Rufy3	1298	546	960	559	696	475	509	672	1022	924	1155	1058
Rufy4	11	7	10	10	7	2	3	4	5	6	8	14
Rundc1	961	490	852	406	639	326	472	656	854	711	1073	1242
Rundc3a	14	10	22	9	12	3	10	8	9	9	20	7
Rundc3b	9	5	13	1	3	4	4	6	9	10	13	10
Runx1	724	239	440	237	280	153	122	173	210	273	350	375
Runx1t1	1345	489	1238	459	598	520	383	473	685	716	1033	1048
Runx2	5810	2529	5373	2615	2726	2227	1995	2192	3973	3356	4153	4680
Runx3	874	485	887	510	434	530	496	736	1374	800	1034	1233
Rup2	0	0	0	0	0	0	0	0	0	0	0	0
Rusc2	850	408	849	317	346	291	305	324	556	473	721	814
Ruvbl1	446	254	378	210	212	167	211	220	349	273	387	442
Ruvbl2	1025	590	941	513	572	433	642	730	1130	747	1074	1286
Rwdd1	713	389	632	281	364	243	226	263	470	347	563	437
Rwdd2a	64	21	47	15	12	7	19	10	23	27	26	28
Rwdd2b	288	167	245	125	143	126	73	97	143	173	188	203
Rwdd3	101	60	99	36	70	46	41	79	53	65	88	62
Rwdd4	1383	742	1207	709	823	607	676	820	1193	1040	1387	1333
Rxfp1	8	2	5	2	6	0	3	4	1	2	3	2
Rxfp2	0	2	0	1	0	0	0	1	1	0	2	0
Rxfp3	0	0	0	0	0	0	0	0	0	0	0	0
Rxra	1904	718	1713	810	809	820	672	776	1358	1107	1390	1485
Rxrb	1293	751	1384	576	701	478	460	619	906	576	1078	1149
Rxrg	111	49	105	48	35	40	67	49	114	118	121	155
Rybp	1596	772	1403	761	989	731	615	845	1168	890	1308	1395
Ryk	2970	1507	2526	1338	1772	1370	1182	1526	2375	1581	2194	2303
Ryr1	165	81	170	56	35	29	83	92	156	208	217	239
Ryr2	88	20	74	35	52	36	41	32	74	66	89	88
Ryr3	255	74	198	56	65	51	65	73	87	133	147	197
S100a1	150	77	146	77	77	40	62	84	165	104	131	159
S100a10	2077	1092	1517	1108	1434	841	1484	1663	2372	1530	2047	2020
S100a11	2445	1352	2135	895	1023	900	834	1029	1524	1328	1788	1972
S100a13	124	71	114	56	61	38	51	41	94	96	143	112
S100a14	21	24	47	11	22	16	18	15	24	12	15	35
S100a16	176	130	151	82	75	54	74	73	138	120	159	151
S100a3	34	9	12	13	9	7	11	10	28	25	22	50
S100a4	394	192	337	209	206	150	334	351	517	356	504	638
S100a5	2	2	0	0	3	0	0	0	0	0	3	6
S100a6	726	337	561	316	357	221	499	579	738	716	1124	1237
S100a7a	1	2	1	1	0	0	0	6	2	2	0	1
S100a8	2	0	0	0	0	0	0	0	0	0	0	0
S100a9	0	0	0	3	0	0	0	0	0	2	0	1
S100b	8113	4720	8600	4130	5184	3954	3939	4945	7533	5928	8136	7836
S100g	0	0	0	0	1	0	0	0	0	0	0	0
S100p	0	0	0	0	1	0	0	0	0	0	0	0
S100pbp	2102	1082	2007	877	1326	927	903	1139	1583	1288	2003	2095
S100vp	0	0	0	0	0	0	0	0	0	0	0	0
S100z	0	1	0	0	1	1	0	1	1	0	0	2
S1pr1	500	216	381	128	102	111	124	121	225	221	276	357
S1pr2	794	382	675	372	384	304	351	437	677	461	742	724
S1pr3	681	263	405	209	197	158	253	273	382	451	545	680
S1pr4	1	0	1	0	0	0	3	0	3	0	1	1
S1pr5	31	13	11	1	12	4	5	6	8	9	13	17
ST7	758	437	622	314	416	300	313	350	506	391	602	543
Saa4	0	0	0	0	0	0	0	0	0	0	0	0
Saal1	6	0	0	4	8	1	1	1	4	0	4	2
Sac3d1	212	136	207	85	80	96	91	87	143	161	187	176
Sacm1l	2513	1415	2520	1169	1654	1246	820	1217	1686	1304	2127	2218
Sacs	1504	420	917	555	696	444	638	626	875	1012	1128	1261
Sae1	1494	814	1231	610	686	571	506	582	953	800	1225	1226
Safb	3545	1903	3684	1605	1800	1429	1466	1666	2969	2308	3365	3745
Safb2	4376	1860	5075	2178	2978	1861	2439	3243	4777	3342	5334	5803
Sag	0	0	0	0	0	0	0	0	0	0	0	1
Sall1	1088	475	1051	437	450	353	339	519	776	756	904	1104
Sall2	870	360	694	283	334	236	270	332	568	485	621	745
Sall3	2	2	4	6	4	3	2	1	7	3	3	5
Sall4	10	1	8	0	4	0	1	2	1	0	4	4
Samd10	16	6	18	8	5	6	3	3	8	7	5	20
Samd12	8	1	3	2	1	2	4	0	2	3	10	6
Samd14	144	74	138	21	29	28	20	30	52	68	89	88
Samd15	45	27	37	24	34	12	25	20	28	24	38	51
Samd3	5	0	2	2	2	3	0	1	1	3	1	2
Samd4a	798	346	710	338	342	269	219	341	469	426	583	637
Samd4b	2209	1111	1988	926	922	835	720	844	1693	1344	1719	1954
Samd5	123	18	77	26	49	28	39	59	58	63	74	69
Samd7	1	0	3	2	3	0	1	0	1	1	0	0
Samd8	821	366	707	370	511	325	380	417	683	578	823	860
Samd9l	58	18	35	14	12	11	21	12	7	14	26	24
Samhd1	278	143	275	111	164	140	77	114	197	112	155	193
Samm50	698	450	655	323	306	252	291	338	621	463	615	703
Samsn1	10	7	10	4	2	3	1	3	2	17	5	7
Samt2	0	0	0	0	0	0	0	0	0	0	0	0
Samt3	0	0	0	0	0	0	0	0	0	0	0	0
Samt4	0	0	0	0	0	0	0	0	0	0	0	0
Sap130	1757	712	1746	780	777	672	764	784	1495	1181	1413	1650
Sap18	99	43	78	47	38	46	62	59	86	81	90	94
Sap25	36	28	28	23	16	13	12	9	25	25	40	51
Sap30	218	147	217	104	139	108	107	143	280	119	246	251
Sap30bp	991	481	849	439	442	381	439	423	729	607	753	833
Sap30l	426	219	343	151	171	165	130	158	241	178	326	276
Sapcd1	11	12	8	6	5	6	2	4	2	1	7	14
Sapcd2	167	84	154	73	63	46	58	75	160	124	183	219
Sar1a	8700	4779	8101	3778	4929	3701	3688	4610	6982	5357	7662	7987
Sar1b	908	508	804	402	579	450	433	614	792	596	850	812
Saraf	1239	591	1118	589	627	613	540	731	1133	740	1087	1190
Sardh	1438	720	1327	533	733	542	544	687	988	823	1331	1381
Sarm1	126	46	136	61	48	36	57	37	87	87	113	93
Sarnp	1357	832	1302	616	857	560	586	693	1056	818	1196	1213
Sars	3787	2174	3662	1679	1759	1810	1362	1833	3305	2161	3141	3120
Sars2	287	131	257	117	118	98	140	139	275	154	251	307
Sart1	1665	960	1701	719	722	670	598	741	1473	1039	1519	1701
Sart3	1353	647	1259	587	589	507	538	649	1075	883	1207	1381
Sash1	1822	760	1554	980	1016	744	840	1021	1531	1219	1615	1734
Sash3	18	7	8	10	2	7	4	1	4	9	2	14
Sass6	88	23	54	41	56	27	43	58	71	88	102	105
Sat1	1227	647	988	486	858	482	497	776	983	636	963	946
Sat2	566	294	485	273	359	227	289	250	379	358	435	432
Satb1	905	437	976	340	355	264	245	285	479	446	717	834
Satb2	869	240	585	178	127	154	149	103	246	398	382	542
Satl1	0	0	1	0	0	0	0	2	0	0	2	2
Sav1	1182	582	1017	527	612	473	473	550	784	733	1039	984
Saysd1	131	79	155	74	67	46	63	68	126	86	167	164
Sbds	676	336	606	321	436	301	353	486	568	406	707	701
Sbf1	2793	1325	2652	1326	1484	1217	1338	1530	2543	2031	2815	3352
Sbf2	2362	876	1918	1113	1543	1072	944	1276	1886	1432	1986	2046
Sbk1	1	0	0	1	0	1	1	0	3	2	0	4
Sbk2	2	1	8	3	3	4	0	3	9	3	2	1
Sbk3	1	1	0	0	0	2	0	0	3	0	0	0
Sbno1	3585	1375	3259	1542	2073	1488	1499	1747	2601	2597	3165	3230
Sbno2	816	347	723	353	394	304	373	360	655	480	682	739
Sbp	0	0	0	0	0	0	1	0	0	0	0	0
Sbsn	61	33	95	24	48	16	18	46	64	35	69	67
Sbspon	44	18	16	13	15	20	14	19	40	33	39	54
Sc5d	1344	629	1205	646	905	603	750	977	1442	959	1403	1477
Scaf1	4315	2206	4060	1989	2269	1763	1756	2080	3667	2627	3709	4207
Scaf11	2310	1023	2089	1112	1369	937	920	1224	1697	1483	2078	2050
Scaf4	1902	807	1658	886	882	795	782	869	1504	1223	1615	1757
Scaf8	2993	1230	2633	1327	1479	1237	1075	1147	2069	1782	2228	2387
Scai	975	260	690	354	729	356	340	552	577	503	640	982
Scamp1	1509	768	1422	588	721	569	556	735	996	893	1382	1327
Scamp2	1279	703	1175	476	538	531	423	479	793	728	838	1112
Scamp3	1249	728	1185	568	632	463	549	631	1040	818	1164	1243
Scamp4	1345	857	1211	553	624	551	619	701	1200	958	1213	1388
Scamp5	68	35	65	19	23	29	24	43	34	58	44	72
Scand1	421	258	330	195	194	159	161	209	301	229	316	386
Scap	1854	853	1617	846	697	801	640	638	1339	1079	1271	1551
Scaper	983	474	980	467	637	418	296	393	552	535	681	684
Scara3	3521	1704	3016	1384	1749	1371	925	1218	1986	1715	2556	2687
Scara5	638	290	517	523	658	556	384	470	708	457	608	587
Scarb1	3003	1633	2795	1430	1415	1419	1501	1757	3399	2528	3061	3497
Scarb2	2836	1205	2965	1475	1849	1386	1177	1309	2230	1690	2189	2560
Scarf1	80	52	64	17	23	13	30	14	24	43	51	73
Scarf2	5448	3643	5318	2100	2473	2189	1901	2325	4057	3031	4514	5486
Sccpdh	15	4	16	6	7	10	4	3	8	11	15	12
Scd	37436	17086	36354	17925	18630	16587	19962	23917	43734	29946	36917	48239
Scd1	3592	1490	3384	1386	1636	1264	2108	2428	4394	3216	3727	4740
Scd4	8	5	13	4	9	7	6	3	10	11	16	17
Scel	3	0	0	1	1	0	1	1	2	1	1	3
Scfd1	1411	684	1230	637	802	566	629	849	1085	1010	1174	1256
Scfd2	313	189	374	151	229	156	121	179	234	176	277	246
