Geneid	GSM4081445	GSM4081446	GSM4081447	GSM4081448	GSM4081449	GSM4081450	GSM4081451	GSM4081452	GSM4081453	GSM4081442	GSM4081443	GSM4081444
DOCK2	262	301	323	263	326	435	444	391	406	328	316	284
FAM196B	257	271	242	349	427	439	672	590	634	676	555	498
MIR378E	0	0	0	0	0	0	0	0	0	0	0	0
FOXI1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01187	0	0	0	0	0	0	0	0	0	0	0	0
C5orf58	1	0	0	0	1	0	0	0	0	0	0	0
LCP2	0	0	0	0	0	1	0	0	0	0	0	0
LINC01366	0	0	1	0	0	1	3	1	2	1	1	1
KCNIP1	0	0	0	1	0	0	0	0	0	0	0	0
KCNMB1	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2270F17.1	0	0	0	0	0	0	0	0	0	0	0	0
GABRP	0	0	0	0	0	0	0	0	0	0	0	0
RANBP17	808	938	867	677	720	984	482	517	447	477	409	400
TLX3	0	1	1	0	0	0	0	0	0	0	0	0
MIR3912	0	0	0	0	0	0	0	0	0	1	0	0
NPM1	34266	41254	36387	35044	45419	52769	43530	38820	41961	36117	35628	32509
FGF18	1	6	2	5	8	3	7	6	6	9	1	6
SMIM23	0	0	0	0	0	0	0	0	0	0	0	0
FBXW11	3384	3694	3338	3487	3459	4558	4952	4746	4541	4495	4144	3961
STK10	2291	2499	2192	2182	2347	3343	3160	2710	2680	2461	2395	2326
EFCAB9	0	1	0	1	2	2	0	1	1	0	0	1
UBTD2	1021	1150	987	958	1046	1399	1441	1315	1276	1265	1231	1205
LOC100288254	0	0	0	0	0	0	0	0	0	0	0	1
SH3PXD2B	124	91	112	100	88	191	189	144	153	150	139	148
NEURL1B	133	147	165	117	162	148	389	375	315	296	241	246
LOC101928093	1	1	3	4	2	2	0	0	2	1	2	2
DUSP1	10899	11776	11083	12602	12521	15467	3819	3651	3701	3845	3342	3142
ERGIC1	6455	7122	6873	5075	5147	7830	4197	4065	3801	3758	3545	3408
LOC100268168	30	26	34	28	35	38	16	21	28	35	22	14
RPL26L1	1263	1495	1420	1265	1473	1728	1299	1299	1240	1218	1070	1129
ATP6V0E1	4887	5550	5243	5030	5460	6623	5662	5483	5423	5286	4973	4984
SNORA74B	54	61	45	61	54	57	55	39	55	37	44	47
CREBRF	428	512	429	409	395	637	743	686	645	610	586	564
BNIP1	489	535	493	514	559	716	625	580	591	607	550	515
NKX2-5	32	51	42	43	52	80	74	61	62	66	48	55
STC2	14	13	18	11	17	16	34	26	19	17	16	23
MIR8056	0	0	0	0	0	0	0	0	0	0	0	0
LOC285593	2	1	1	0	2	4	3	5	0	2	0	3
BOD1	2038	2326	2131	2180	2393	2899	2761	2746	2634	2385	2335	2277
LINC01484	0	0	0	0	0	0	0	0	0	0	0	0
LINC01485	0	0	2	1	0	0	0	2	0	0	0	0
CPEB4	1232	1426	1285	1354	1458	2069	1365	1325	1253	1387	1243	1129
C5orf47	0	0	0	3	0	0	0	0	0	0	0	0
HMP19	0	1	1	0	0	0	0	0	0	1	0	0
LINC01411	22	21	19	20	21	22	18	14	17	20	14	9
MSX2	217	252	212	232	239	330	281	257	265	257	222	215
MIR4634	0	0	0	0	1	1	0	1	0	0	0	0
FLJ16171	0	0	0	0	0	0	0	0	0	0	0	0
DRD1	0	0	0	0	0	0	0	0	0	0	0	1
SFXN1	3340	3978	3398	3549	3865	4772	4247	4107	3906	3950	3740	3750
HRH2	0	0	0	0	0	0	0	0	0	0	0	0
CPLX2	0	0	0	0	1	0	0	0	0	1	0	0
THOC3	340	384	365	385	691	487	433	431	409	402	395	403
LOC100996385	0	0	0	0	0	0	0	0	0	0	0	0
FAM153B	0	0	0	0	0	0	0	0	0	0	0	0
LOC100507387	0	0	0	0	0	1	0	0	0	0	0	0
LOC643201	9	10	9	14	17	21	26	24	17	14	25	18
SIMC1	191	126	127	178	168	197	175	137	200	257	204	141
KIAA1191	3932	4495	4079	4456	4455	5649	5019	4730	4586	4841	4558	4435
ARL10	7	17	10	10	18	16	13	12	11	10	8	8
MIR1271	0	0	0	0	0	0	0	0	0	0	0	0
NOP16	2107	2439	2145	2289	2422	2926	1856	1886	1769	1825	1638	1630
HIGD2A	1320	1462	1322	1284	1295	1743	1513	1384	1359	1324	1241	1226
CLTB	3017	3257	3115	3267	3340	3949	2800	2689	2698	2654	2416	2376
FAF2	3397	3729	3320	3282	3446	4356	4126	4006	3860	4110	3568	3489
RNF44	68	47	69	63	102	90	87	74	60	105	67	82
CDHR2	3	2	3	7	5	4	1	1	3	4	2	2
GPRIN1	380	440	403	467	546	628	644	558	537	557	500	463
SNCB	0	0	0	0	0	1	0	0	0	0	0	0
MIR4281	0	0	0	0	0	0	0	0	0	0	0	0
EIF4E1B	0	0	0	0	1	0	0	0	1	0	0	0
TSPAN17	1683	1943	1777	1804	1979	2403	1963	1896	1748	1774	1635	1544
LINC01574	0	0	0	0	0	0	0	0	0	0	0	0
UNC5A	0	0	0	0	1	0	0	0	0	1	1	1
HK3	0	1	0	0	0	2	0	1	0	0	0	0
UIMC1	1099	1290	1304	1308	1302	1650	1334	1338	1317	1259	1155	1175
ZNF346	532	563	619	601	651	782	648	630	641	641	533	556
FGFR4	43	50	43	58	61	84	67	58	55	65	61	53
NSD1	2549	2989	2490	2467	2557	3755	3266	3067	2900	3483	2793	2563
RAB24	451	560	489	451	533	650	635	558	535	503	457	456
PRELID1	1740	1836	1939	1992	2124	2420	2039	2051	1978	1939	1772	1726
MXD3	280	292	306	214	279	300	493	436	428	401	349	359
LMAN2	3616	3993	3961	3481	3909	4835	4386	4136	3738	3762	3554	3448
RGS14	79	77	76	71	68	91	120	110	82	83	85	92
SLC34A1	0	0	0	1	5	2	1	1	0	1	0	0
PFN3	0	0	1	0	1	0	0	0	0	0	0	0
F12	102	111	105	104	120	120	103	110	85	99	85	93
GRK6	1229	1315	1245	1425	1481	1745	1700	1680	1661	1550	1404	1405
PRR7-AS1	20	25	20	27	25	27	25	27	32	29	18	26
PRR7	140	143	181	132	153	223	186	152	152	172	157	150
DBN1	1643	1782	1715	1667	1871	2327	2422	2197	2081	1880	1827	1812
PDLIM7	964	1075	996	914	1134	1281	1254	1118	1040	1144	977	965
DOK3	47	34	26	31	69	52	38	37	25	50	27	27
DDX41	1609	1776	1731	1655	1870	2194	1962	1946	1827	1709	1748	1722
FAM193B	353	335	348	342	394	456	464	413	388	382	346	353
TMED9	3867	4203	3800	3625	4051	4925	4464	3974	3659	3865	3836	3653
B4GALT7	584	660	655	592	576	832	506	501	505	471	448	469
LOC202181	16	15	19	16	15	28	20	26	7	12	15	11
FAM153A	0	0	0	0	0	1	0	0	0	0	0	0
LOC728554	198	216	232	217	249	577	242	258	254	397	242	224
PROP1	0	0	0	0	0	1	0	0	0	0	0	0
FAM153C	0	1	0	0	0	0	0	0	0	0	0	0
N4BP3	11	13	16	17	29	20	69	66	60	50	56	47
RMND5B	498	524	510	548	551	698	631	600	563	530	533	484
NHP2	2489	2804	2544	2551	2481	3517	2679	2620	2478	2407	2271	2293
GMCL1P1	14	10	13	17	9	6	14	4	7	14	9	8
HNRNPAB	4357	4690	4052	4663	4945	6382	5486	5101	4909	4975	4699	4682
PHYKPL	196	265	254	209	226	287	265	186	208	208	190	195
COL23A1	1	0	0	5	7	0	0	0	0	0	0	0
CLK4	397	526	433	379	434	538	615	556	515	458	439	445
ZNF354A	508	622	593	548	617	810	478	506	521	507	392	439
AACSP1	0	1	0	1	1	0	2	0	0	0	2	0
ZNF354B	154	184	143	113	145	190	154	132	170	141	142	154
ZFP2	20	30	21	18	19	20	27	26	22	16	30	24
ZNF454	0	0	0	0	0	0	0	0	0	0	0	0
GRM6	0	0	0	1	1	0	0	0	0	0	0	0
ZNF879	27	41	31	44	40	51	40	47	37	26	30	31
ZNF354C	87	148	105	124	140	171	171	159	151	149	139	150
ADAMTS2	0	3	3	2	4	3	2	2	2	2	2	0
RUFY1	1552	1872	1694	1586	1633	2172	2011	1805	1789	1690	1643	1679
LOC101928445	5	9	10	12	27	8	10	8	15	17	8	18
HNRNPH1	12432	14594	12401	13779	15237	18537	17934	17253	15995	16116	15379	14748
C5orf60	0	0	0	1	1	1	0	0	0	0	0	0
CBY3	0	1	1	0	1	1	2	2	2	1	0	0
CANX	64595	75696	67037	60550	62434	87379	73354	70620	66864	65691	60728	59290
MAML1	772	786	737	794	955	1089	1086	951	954	1197	905	890
LTC4S	4	3	4	2	11	2	7	3	7	10	4	8
MGAT4B	2927	3186	2900	2805	2962	3978	3785	3576	3173	3377	3095	3073
MIR1229	0	0	1	0	0	0	0	0	0	0	0	0
SQSTM1	6833	7470	7248	10275	11968	13100	15463	14796	13987	16710	15344	15358
C5orf45	55	51	67	60	67	100	61	75	40	46	44	46
TBC1D9B	3784	4081	3878	3634	3907	5261	4451	3927	3951	3931	3571	3612
RNF130	964	1034	925	822	933	1257	1209	1061	1006	996	907	999
MIR340	0	0	0	0	0	0	0	0	0	0	0	0
RASGEF1C	0	1	0	1	0	1	0	0	0	0	1	0
MAPK9	2051	2282	2053	1912	2151	2644	2738	2739	2647	2587	2273	2233
GFPT2	614	638	587	661	764	968	1209	1045	959	1133	1091	1056
CNOT6	1364	1529	1405	1301	1539	1989	1960	1829	1575	2010	1565	1550
SCGB3A1	0	0	0	0	2	0	0	0	0	0	0	0
FLT4	0	0	0	6	15	8	0	0	0	1	2	2
OR2Y1	0	0	0	0	1	0	0	0	0	0	0	0
MGAT1	3196	3389	3267	3093	3113	4104	2935	2896	2728	2860	2596	2548
HEIH	175	179	193	174	188	233	198	184	178	170	183	166
LINC00847	237	246	210	207	256	294	325	277	236	239	249	223
ZFP62	461	504	447	387	417	622	542	452	418	426	384	412
BTNL8	0	0	0	0	0	2	0	0	0	0	0	0
BTNL3	0	0	0	0	0	0	0	0	0	0	0	0
BTNL9	0	1	1	0	0	2	2	4	0	2	0	1
MIR8089	0	0	0	0	0	0	0	0	0	0	0	0
OR2V1	0	0	0	0	0	0	0	0	0	0	0	0
OR2V2	0	0	0	0	0	0	0	0	0	0	0	0
LOC102577426	0	0	0	1	0	0	0	2	0	0	1	0
TRIM7	41	49	40	34	30	31	53	49	40	34	35	27
MIR4638	0	0	0	0	0	0	0	0	0	0	0	0
TRIM41	593	715	670	610	660	909	815	713	698	727	657	653
GNB2L1	37384	42114	40097	38383	41818	50143	43209	42136	41129	38063	36492	35109
SNORD96A	13	17	18	23	24	18	37	17	22	28	21	16
SNORD95	19	14	7	15	15	19	12	12	13	12	9	11
CTC-338M12.4	64	78	81	69	90	109	87	92	87	65	75	60
TRIM52	103	112	100	91	94	116	117	97	110	106	100	101
TRIM52-AS1	201	232	236	182	220	275	266	220	234	221	175	163
LINC00266-3	0	0	0	0	0	0	0	0	0	0	0	0
LOC285766	0	0	0	0	0	0	0	0	0	0	0	0
DUSP22	648	690	679	534	511	811	641	544	544	519	471	511
IRF4	1	1	0	0	7	2	1	0	3	0	1	0
EXOC2	3683	4335	3911	3640	3688	5015	4173	3923	3606	3665	3448	3350
HUS1B	9	6	4	9	11	8	6	7	6	9	6	2
LOC101927691	1	4	3	2	1	0	0	0	1	1	3	1
LOC285768	2	4	0	5	4	11	11	8	7	6	11	9
FOXQ1	508	536	469	513	622	830	1461	1336	1182	1265	1127	1117
FOXF2	205	224	247	268	305	322	469	386	357	364	306	351
MIR6720	0	0	0	0	0	0	0	0	0	0	0	0
FOXCUT	6	6	7	14	20	4	7	5	2	6	6	10
FOXC1	184	202	175	266	302	310	265	293	250	282	243	225
GMDS	700	765	675	544	599	865	728	628	634	571	571	533
GMDS-AS1	35	45	53	31	42	70	58	56	42	46	49	47
LINC01600	0	4	1	1	0	3	2	2	2	1	4	4
MYLK4	8	11	18	7	8	20	8	13	8	10	11	8
WRNIP1	3130	3446	3188	3415	3623	4452	4167	3985	3743	3828	3601	3465
SERPINB1	3574	4002	3561	2532	2431	4139	3885	3424	3216	3010	3054	2843
MIR4645	0	0	0	0	0	0	1	1	0	0	0	0
SERPINB9P1	5	11	5	6	9	12	12	12	7	9	5	7
LOC101927730	1	1	1	4	2	1	1	1	3	1	0	2
SERPINB9	1012	1142	1004	1026	1030	1417	1797	1624	1541	1726	1569	1424
SERPINB6	2606	3056	2656	2190	2383	3283	2973	2804	2521	2359	2455	2281
LINC01011	30	30	43	30	47	52	58	54	33	37	48	42
NQO2	1181	1372	1214	1094	1220	1565	1451	1404	1312	1288	1219	1142
HTATSF1P2	616	770	601	616	729	825	847	757	797	793	698	649
RIPK1	1679	1948	1737	1559	1538	2087	2042	1979	1802	1946	1789	1703
BPHL	489	613	496	319	353	540	472	394	371	309	332	372
TUBB2A	2263	3710	1350	2472	3311	2318	1471	1403	2570	1452	1066	1560
LOC100507194	0	0	0	0	1	0	0	0	0	0	0	0
TUBB2B	45	36	61	22	16	30	30	88	14	60	25	61
PSMG4	539	582	544	518	516	705	421	415	381	402	352	408
SLC22A23	221	223	214	190	216	301	382	348	305	336	331	301
PXDC1	1223	1427	1464	1398	1316	1738	1259	1251	1336	1163	1148	1100
FAM50B	150	140	158	161	122	200	154	133	128	103	93	137
PRPF4B	4282	5076	4422	4105	4129	5846	5651	5279	5051	4927	4729	4375
FAM217A	0	3	0	2	0	0	1	3	3	2	0	0
C6orf201	6	9	7	12	9	18	21	15	12	15	5	6
ECI2	2287	2624	2360	2181	2268	2920	2930	2749	2608	2440	2415	2357
LOC100507506	5	11	10	12	15	18	9	10	18	13	11	13
LOC102724096	0	0	1	0	0	1	0	0	0	1	1	0
KU-MEL-3	0	0	0	0	0	0	0	0	0	0	0	0
CDYL	1422	1668	1504	1454	1659	2193	1928	1813	1828	1763	1606	1597
RPP40	617	770	653	688	695	895	704	656	656	594	557	545
LOC100129461	48	59	60	34	53	78	51	52	45	43	47	52
PPP1R3G	39	58	53	30	21	36	51	30	50	36	36	39
LYRM4	996	1207	1063	1062	1155	1386	1172	1195	1126	1140	1070	994
MIR3691	0	0	0	0	0	0	0	0	0	0	0	0
FARS2	715	804	800	675	731	975	838	791	766	766	677	658
LOC101927972	1	2	2	0	1	2	1	1	1	2	0	5
LOC101927950	1	1	2	0	0	0	0	4	0	1	1	1
NRN1	0	0	0	0	0	0	2	0	0	0	0	0
F13A1	37	36	44	23	35	42	87	64	70	63	57	52
MIR5683	0	0	0	0	0	0	0	0	0	0	0	0
LY86-AS1	1	0	1	1	0	1	1	0	1	0	1	0
LY86	0	0	0	0	0	0	0	0	0	0	0	0
RREB1	524	474	543	510	533	756	654	591	527	739	503	543
SSR1	8328	9343	8132	7222	7715	10894	8780	8480	8102	8618	7525	7438
CAGE1	21	15	16	13	15	8	9	11	6	7	8	9
RIOK1	1362	1501	1366	1394	1516	1950	1503	1528	1452	1512	1323	1238
DSP	5317	5788	5262	4726	5148	7661	7504	6674	6137	6922	5579	5298
SNRNP48	607	678	633	728	781	884	921	872	874	878	835	784
BMP6	19	22	22	25	21	31	25	38	28	30	17	31
TXNDC5	74	61	89	94	102	252	151	114	84	61	90	102
BLOC1S5-TXNDC5	0	0	0	0	0	0	0	0	0	0	0	0
PIP5K1P1	8	4	6	2	17	12	10	18	13	13	8	12
EEF1E1-BLOC1S5	0	0	0	0	0	0	0	0	0	0	0	0
BLOC1S5	0	2	1	0	0	1	3	1	2	1	0	4
EEF1E1	734	845	753	786	858	1044	804	806	803	788	786	735
SCARNA27	2	0	3	1	1	2	1	2	0	1	2	4
SLC35B3	663	745	733	613	624	866	822	756	723	753	652	631
LOC100506207	21	16	18	10	16	16	8	12	14	11	10	10
HULC	0	0	0	0	0	0	0	1	0	0	0	0
TFAP2A	26	22	23	23	31	30	33	43	40	46	33	28
TFAP2A-AS1	9	6	8	5	10	9	7	3	7	8	7	9
LINC00518	15	12	11	11	21	19	25	12	18	31	13	20
MIR5689	0	0	0	0	0	0	0	0	0	0	0	0
GCNT2	3626	4317	3708	3473	3579	4852	6357	6198	5953	5743	5476	5303
C6orf52	204	240	206	182	171	233	211	182	176	185	175	172
PAK1IP1	2296	2652	2344	2661	2839	3354	2444	2374	2387	2406	2268	2091
TMEM14C	3717	4173	3752	3411	3660	4739	3819	3768	3520	3471	3142	3087
TMEM14B	2898	3366	3092	3225	3640	4158	3869	3707	3584	2437	2147	3162
MAK	22	22	24	24	25	45	43	33	34	33	29	28
GCM2	1	1	0	1	1	1	0	0	0	2	0	0
SYCP2L	48	60	59	48	56	62	69	77	58	54	56	48
LOC101928191	0	1	1	0	0	0	1	0	0	1	1	0
ELOVL2	3	1	3	1	2	2	6	2	5	1	4	2
ELOVL2-AS1	0	1	0	2	0	1	0	0	0	0	0	0
SMIM13	2029	2416	2020	2409	2479	3165	3022	2903	2720	2978	2711	2597
ERVFRD-1	6	6	6	6	8	13	4	3	8	11	4	8
NEDD9	2039	2161	2048	1395	1388	2272	1802	1563	1551	1406	1339	1275
TMEM170B	540	682	615	434	402	688	672	620	539	588	552	515
ADTRP	33	38	36	41	56	63	73	52	50	46	52	47
LOC101928253	0	0	0	0	0	0	0	0	0	0	0	0
HIVEP1	573	521	529	569	663	797	875	817	695	978	744	680
EDN1	595	678	589	795	897	838	875	866	886	800	717	745
RNU6-48P	0	0	0	0	0	0	0	0	0	0	0	0
PHACTR1	32	42	29	33	51	53	41	31	39	45	36	31
LOC100130357	2	3	2	6	7	16	9	7	19	10	8	7
TBC1D7	447	494	521	403	405	644	471	485	398	409	354	364
GFOD1	329	350	304	317	353	471	320	305	304	343	255	268
SIRT5	726	850	752	613	544	926	668	658	579	503	483	511
NOL7	3118	3563	3216	3586	3829	4663	3553	3544	3303	3503	3070	3060
RANBP9	1750	1952	1802	1889	2101	2493	2804	2589	2455	2800	2310	2235
MCUR1	2162	2430	2201	2166	2210	3007	2778	2696	2424	2624	2343	2294
RNF182	464	533	445	434	507	630	864	776	750	677	616	638
CD83	281	349	316	365	391	452	347	333	335	318	309	296
LINC01108	0	0	0	0	1	1	1	1	0	0	0	0
JARID2	745	840	727	819	840	1078	762	701	686	729	664	622
JARID2-AS1	0	1	0	0	3	4	1	1	1	1	2	2
DTNBP1	354	401	345	346	478	562	509	481	467	522	446	402
MYLIP	397	374	401	288	260	408	572	578	504	438	380	422
MIR4639	2	0	0	0	0	0	0	1	1	0	0	0
GMPR	253	283	270	224	224	351	253	237	187	222	215	180
ATXN1	594	614	483	451	505	715	767	660	595	789	582	581
STMND1	0	0	0	1	0	0	0	0	0	0	1	0
RBM24	477	509	489	716	772	797	1248	1257	1357	1223	1059	1101
CAP2	1365	1623	1488	1327	1522	1893	2102	1942	1740	1853	1669	1578
LOC101928491	3	10	7	0	3	7	5	9	1	5	4	3
FAM8A1	812	847	802	767	714	1119	1267	1076	1055	1117	931	916
NUP153	5148	5825	5260	5697	6223	7631	6864	6783	6304	6931	6123	5749
KIF13A	1946	2265	2025	2044	1976	2922	2940	2776	2430	2681	2431	2271
NHLRC1	34	39	39	25	46	55	56	51	52	44	48	34
TPMT	696	865	773	700	742	967	857	845	850	803	709	682
KDM1B	973	1037	931	1049	1070	1259	998	982	855	962	769	744
DEK	17420	20268	17805	17494	18404	23606	21470	21155	20499	19619	18140	17532
RNF144B	1545	1861	1602	1953	1894	2181	1531	1485	1533	1413	1235	1207
MIR548A1	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928519	0	0	0	0	0	0	0	0	0	0	0	0
ID4	35	45	35	55	47	73	114	113	87	91	111	94
MBOAT1	273	319	265	239	288	401	402	369	376	345	307	347
E2F3	1120	1290	1239	1349	1283	1776	1475	1484	1433	1554	1322	1259
CDKAL1	1318	1492	1338	1322	1366	1776	1710	1704	1572	1647	1402	1388
LINC00581	0	0	0	0	0	0	0	0	0	0	0	0
SOX4	829	927	878	1006	957	1355	1830	1464	1391	1288	1219	1264
CASC15	1	2	4	3	0	2	1	1	2	0	0	2
NBAT1	0	0	0	2	0	0	0	0	0	0	0	0
PRL	0	0	0	0	1	0	0	0	0	1	0	0
HDGFL1	0	0	0	1	0	1	0	0	0	0	0	0
NRSN1	0	0	0	0	0	1	0	0	0	0	0	0
DCDC2	11	9	6	4	13	11	14	10	14	6	8	16
KAAG1	0	1	1	3	0	0	1	1	0	0	1	0
MRS2	1873	1966	1876	1932	2018	2436	2181	2071	1988	2020	1867	1798
GPLD1	40	41	45	35	46	49	62	50	40	48	42	42
ALDH5A1	329	352	327	241	271	400	366	336	299	335	277	296
KIAA0319	20	25	16	18	20	18	21	20	12	18	28	15
TDP2	1331	1667	1443	1277	1450	1906	1749	1584	1594	1535	1482	1484
ACOT13	925	1054	985	818	873	1206	1077	976	931	931	838	872
C6orf62	4543	4793	4373	4120	4063	5748	4828	4550	4313	5015	4064	3964
GMNN	2978	3482	3071	2957	2927	3834	2925	2939	2842	2734	2562	2521
C6orf229	0	0	0	0	1	1	1	0	0	0	0	1
FAM65B	37	49	34	25	19	42	11	8	7	7	10	3
CMAHP	34	59	38	24	27	29	7	7	8	10	9	8
LOC101928663	0	0	0	0	5	1	0	1	1	0	0	2
LRRC16A	1266	1461	1406	1137	1139	1733	1305	1219	1149	1206	1020	997
SCGN	0	0	0	1	0	1	0	0	0	0	0	0
HIST1H2AA	1	5	1	4	4	0	6	9	4	7	3	3
HIST1H2BA	11	17	18	18	20	26	17	27	24	16	14	21
HIST1H2APS1	1	0	0	2	1	0	1	1	0	1	0	0
SLC17A4	0	0	0	0	0	1	0	0	0	0	0	0
SLC17A1	0	0	0	0	0	0	0	0	0	0	0	0
SLC17A3	0	0	0	0	0	0	0	0	0	0	0	0
SLC17A2	0	0	0	0	0	0	0	0	1	0	0	0
TRIM38	1023	1162	987	833	825	1245	920	836	749	801	768	687
HIST1H1A	1	0	2	1	1	1	1	1	1	1	1	2
HIST1H3A	2068	2451	2385	2435	2288	2819	2881	2918	2773	2845	2699	2556
HIST1H4A	1679	1879	1762	1517	1581	2017	2255	2271	1876	2063	1955	1908
HIST1H4B	7008	7697	7364	7361	7413	8731	9401	9535	8746	9071	8608	8356
HIST1H3B	13832	15347	14533	13941	13553	17484	18682	19127	18149	17545	16630	16372
HIST1H2AB	3429	3558	3405	3120	3064	3843	4840	4482	4355	4387	4024	4209
HIST1H2BB	4541	5239	4933	4592	4592	5717	6604	6638	6465	6356	6022	5818
HIST1H3C	8884	9912	9893	9042	8949	11219	11342	11783	11198	10956	10191	10044
HIST1H1C	21200	23866	22410	20574	19654	24802	28765	28953	27670	26619	25221	24650
HFE	260	339	283	247	246	385	448	347	326	331	332	310
HIST1H4C	8686	9796	9279	9224	9776	10868	12986	12662	12128	12572	11902	11481
HIST1H1T	4	10	4	8	11	9	13	12	9	11	6	13
HIST1H2BC	8499	9699	10239	9213	9263	11133	12023	11767	11696	12226	11513	10989
HIST1H2AC	9839	11208	11191	10283	9692	12655	12430	12125	12015	11956	11766	11175
HIST1H1E	20622	23070	21976	20407	19547	25465	27525	28482	26202	25716	24791	23649
HIST1H2BD	8940	10271	9166	9149	9396	11477	11891	12527	11155	10890	10529	10197
HIST1H2BE	798	939	948	845	738	891	1076	1076	987	920	831	791
HIST1H4D	1	0	0	0	0	0	2	0	0	0	0	0
HIST1H3D	0	0	0	0	0	0	0	0	0	0	0	0
HIST1H2AD	0	0	0	0	1	0	0	0	0	0	0	0
HIST1H2BF	5	1	2	3	9	4	8	6	6	5	9	6
HIST1H4E	1	0	0	0	1	1	0	0	0	0	0	0
HIST1H2BG	1	0	1	0	4	2	2	0	1	5	0	1
HIST1H2AE	0	4	1	0	1	3	1	2	0	0	1	0
HIST1H3E	0	0	0	0	0	0	0	0	0	0	0	0
HIST1H1D	0	0	0	0	0	0	0	0	0	0	1	0
HIST1H4F	0	0	0	0	0	0	0	0	0	0	0	0
HIST1H4G	0	0	0	0	0	0	0	0	0	0	0	0
HIST1H3F	5	1	0	1	3	3	1	3	3	0	1	2
HIST1H2BH	1	1	0	0	0	1	2	0	1	0	1	1
HIST1H3G	0	0	0	0	1	0	0	0	0	0	0	0
HIST1H2BI	0	1	0	2	1	2	2	8	5	1	3	1
HIST1H4H	4252	4803	4506	4493	4467	5553	5548	5666	4975	5783	5400	5204
BTN3A2	352	402	348	267	287	422	523	504	419	422	426	421
BTN2A2	381	442	405	378	392	533	624	567	583	570	517	513
BTN3A1	556	635	571	405	393	680	662	548	545	481	532	504
BTN2A3P	75	72	60	82	82	114	119	116	95	113	101	86
BTN3A3	151	211	174	116	107	175	250	188	168	184	168	146
BTN2A1	1057	1300	1169	1262	1351	1709	1607	1545	1482	1540	1417	1427
LOC285819	0	1	1	2	1	0	1	4	2	2	3	3
BTN1A1	0	1	0	1	1	1	0	0	1	1	0	0
HCG11	156	132	137	99	223	249	234	256	204	193	101	151
HMGN4	4852	5560	4945	5107	5295	6687	5732	5634	5365	5331	5047	4833
ABT1	1166	1381	1276	1404	1548	1836	1526	1518	1467	1498	1345	1299
ZNF322	1216	249	1134	1410	234	1602	354	1002	842	1834	571	807
GUSBP2	0	0	0	0	0	0	0	3	0	1	0	1
LINC00240	15	20	18	25	15	26	21	15	10	23	18	20
LOC100270746	37	29	27	28	32	43	36	27	29	21	25	17
HIST1H2BJ	7869	8655	8687	7472	6744	9333	10445	10389	9977	9531	9075	8814
HIST1H2AG	8234	9375	8806	7949	8178	10724	10863	11183	10537	10433	9366	9524
HIST1H2BK	7394	11014	8500	9700	9343	12241	12064	11537	11349	9956	10341	9797
HIST1H4I	2	4	7	5	67	5	3	70	15	78	79	1
HIST1H2AH	6753	7580	7142	6950	6631	8643	8667	9078	8622	8407	7895	7691
MIR3143	1	5	4	7	4	3	4	4	6	9	7	6
PRSS16	19	17	18	21	22	20	15	17	19	16	17	19
POM121L2	0	0	0	0	0	0	0	0	0	0	0	0
VN1R10P	0	0	0	0	0	0	0	0	0	0	0	0
ZNF204P	60	67	68	68	57	80	86	62	66	67	67	53
ZNF391	63	77	68	66	61	81	48	47	56	59	45	33
ZNF184	524	586	579	493	538	753	779	701	732	677	638	673
LINC01012	6	5	13	13	6	15	9	7	8	16	8	16
LOC100131289	0	0	0	0	0	0	0	1	0	0	0	0
HIST1H2BL	1243	1353	1249	983	1271	1377	1589	1509	1414	1320	1255	1169
HIST1H2AI	4265	2935	2916	2543	4158	3390	3317	4332	3178	2963	2695	2642
HIST1H3H	5972	6503	6487	5522	5511	6712	7137	7471	6791	6899	6249	6223
HIST1H2AJ	1646	1894	1722	1582	1597	2035	2136	2114	1969	1928	1704	1696
HIST1H2BM	1057	1235	1167	912	988	1145	1438	1356	1278	1304	1159	1088
HIST1H4J	4	4	6	3	5	5	12	6	4	3	5	4
HIST1H4K	4063	496	505	439	438	491	587	14348	7793	13487	573	10011
HIST1H2AK	1563	1555	1581	1297	1384	1671	1588	2566	1806	2089	1427	1467
HIST1H2BN	1367	1355	1289	1209	1091	1468	1778	1889	2015	1813	1574	2155
HIST1H2AL	1	3	1	3	3	4	4	3	2	1	3	1
HIST1H1B	0	0	0	1	2	5	0	0	0	1	1	0
HIST1H3I	0	0	0	0	0	3	0	0	0	0	0	0
HIST1H4L	0	0	0	0	0	1	0	0	0	0	0	0
HIST1H3J	2826	3208	3235	2857	2797	3374	3656	3804	3659	3594	3268	3334
HIST1H2AM	5157	5838	5462	4840	4767	6183	6490	6664	6247	6154	5706	5802
HIST1H2BO	6805	7830	7313	6121	5997	7777	8553	7942	8017	7254	7348	7150
OR2B2	0	0	0	2	1	2	1	0	1	0	0	1
OR2B6	4	1	4	4	8	6	7	5	7	4	6	12
ZNF165	71	77	59	76	69	94	154	139	132	128	96	104
ZSCAN12P1	16	13	18	10	21	25	14	17	14	18	12	13
ZSCAN16-AS1	98	97	86	83	86	138	109	93	89	91	96	85
ZSCAN16	140	164	160	161	179	230	208	248	191	201	190	188
ZKSCAN8	746	743	679	665	816	991	931	924	843	1222	830	734
